,titulo,link,Marca,Linha,Modelo,Memória interna,Memória RAM,Com ranhura para cartão de memória,Capacidade máxima do cartão de memória,Nome do sistema operacional,Versão original do sistema operacional,Última versão compatível do sistema operacional,Camada original de personalização do sistema operacional,Resolução da câmera traseira principal,Resolução de vídeo da câmera traseira,Resolução da câmera frontal principal,Com câmera,Características principais das câmeras,Quantidade de câmeras traseiras,Resolução das câmeras traseiras,Abertura do diafragma da câmera traseira,Quantidade de câmeras frontais,Resolução de vídeo da câmera frontal,Abertura do diafragma da câmera frontal,Com flash na câmara frontal,Zoom óptico,Zoom digital,Altura x Largura x Profundidade,Com teclado QWERTY físico,É resistente a salpicos,É resistente à água,É à prova d'água,É resistente ao pó,Classificação IP,Modelo do processador,Modelos de CPU,Quantidade de núcleos do processador,Velocidade do processador,Modelo de GPU,Com acelerômetro,Com sensor de proximidade,Com giroscópio,Com bússola,Com barômetro,Com sensor de frequência cardíaca,É Dual SIM,Quantidade de ranhuras para cartão SIM,Tamanhos de cartão SIM compatíveis,Com eSIM,Quantidade de eSIMs,Mês de lançamento,Ano de lançamento,Peso,Tamanho da tela,Tipo de resolução da tela,Resolução da tela,Tecnologia da tela,Tipo de tela,Proporção da tela,Pixels por polegada,Taxa de atualização da tela,Brilho máximo da tela,Com tela tátil,Capacidade da bateria,Tipo de bateria,Com carregamento rápido,Com carregamento sem fio,Com bateria removível,Autonomia em standby,Com leitor de impressão digital,Com reconhecimento facial,Rede,Tipo de conector de carregamento,Com conector USB,Com jack 3.5,Com Wi-Fi,Com GPS,Com Bluetooth,Com NFC,Com mini HDMI,Com radio,Com sintonizador de TV,Com IMEI,Operadora,descricao,Versão,É resistente a quedas,Autonomia de conversação,Última camada compatível de personalização do sistema operacional,Com reconhecimento de íris,Inclui lápis,Modelo detalhado,Origem,Cor,Resolução das câmeras frontais,Com reconhecimento de mão,Pixels por polegada da tela dobrada,Pixels por polegada da tela secundária,Brilho máximo da tela secundária,É kit,Zoom híbrido,Com tela dobrável
0,iPhone 8 Plus 64 Gb Vitrine Apple Original Garantia Excelent,https://produto.mercadolivre.com.br/MLB-1693965701-iphone-7-plus-128gb-_JM,Apple,8 Plus,8 Plus,64 GB,3 GB,Não,,iOS,11,14,,12 Mpx,3840 px x 2160 px,7 Mpx,Sim,"Portrait mode,Portrait Lighting with five effects (Natural,Studio,Contour,Stage,Stage Mono),Optical image stabilization,Sixelement lens,LED True Tone flash with Slow Sync,Panorama (up to 63MP),Live Photos with stabilization,Wide color captu...",2,12 Mpx/12 Mpx,f 1.8/f 2.8,1,1920 px x 1080 px,f 2.2,Não,2x,10x,158.4 mm x 78.1 mm x 7.5 mm,Não,Sim,Sim,Não,Sim,IP67,Apple A11 Bionic,"2x2.4 GHz Monsoon,4x1.6 GHz Mistral",6,2.4 GHz,Apple GPU,Sim,Sim,Sim,Sim,Sim,,Não,1,Nano-SIM,Não,,Setembro,2017,202 g,"5.5 """,HD,1080 px x 1920 px,IPS,Retina,,401 ppi,60 Hz,625 cd/m²,Sim,2691 mAh,Íon de lítio,Sim,Sim,Não,240 h,Sim,,4G/LTE,Lightning,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Desbloqueado,"iPhone 8 Plus 64 Gb Vitrine Apple Original Garantia Excelent > iPhone de Vitrine (Seminovo) - Com aparência de NOVO São aparelhos totalmente revisados da melhor qualidade estética e funcional, sem dados do antigo proprietário, desbloqueados e higienizados. Os iPhones passam por uma criteriosa seleção e são revisados por uma qualificada equipe de técnicos certificados, a fim de garantir que todas as funções estejam 100% como a de um celular novo. - iPhone Seminovo mas com aparência de NOVO, 100% ORIGINAL - Garantia de 90 dias para QUALQUER defeito técnico do produto. - Aparelho desbloqueado para todas as operadoras. - Homologado pela ANATEL e 4G. - Parcelamento em 12x Sem Juros. - Frete Grátis para maior parte do Brasil. > O Que Vem Na Caixa? - Aparelho original desbloqueado para todas as operadoras e homologado pela ANATEL. - Carregador e Cabo (ambos ORIGINAIS). - Não acompanha caixa original do aparelho. - Não acompanha fones de ouvido e extrator de chip. Bateria: Aparelhos com a saúde da bateria entre 80 e 100%. Garantia: 90 dias de garantia. ________________________________ Por que comprar conosco? - Temos 100% de aprovação, quem compra aprova a qualidade do produto e nosso atendimento. - Somente enviamos as compras realizadas dentro do Mercado Livre, só vamos receber o dinheiro da venda após a sua confirmação de que o produto realmente chegou conforme anunciado. - A compra via Mercado Livre tem seguro, portanto em caso de extravio você receberá seu dinheiro de volta. - Envio em 24h úteis após confirmação de pagamento. - Mais de 15 anos de experiência vendendo no Mercado Livre.  - Além disso tem a nossa garantia de 90 dias. - O rastreamento será enviado automaticamente pelo Mercado Livre algumas horas após a postagem. - Garantimos a Devolução por arrependimento em até 7 dias após o recebimento. - Atendimento e SAC através de email, WhatsApp e contato direto com a nossa equipe após a realização da compra - Tire todas suas dúvidas no campo de perguntas abaixo e boas compras :)",,Não,21 h,,,,,,,,,,,,,,
0,Apple iPhone 8 Plus 64gb Cinza Espacial Vitrine 12x S/ Juros,https://produto.mercadolivre.com.br/MLB-1693965701-iphone-7-plus-128gb-_JM,Apple,iPhone,iPhone 8 Plus,64 GB,3 GB,Não,,iOS,11,14,,12 Mpx,3840 px x 2160 px,7 Mpx,Sim,"Portrait mode,Portrait Lighting with five effects (Natural,Studio,Contour,Stage,Stage Mono),Optical image stabilization,Sixelement lens,LED True Tone flash with Slow Sync,Panorama (up to 63MP),Live Photos with stabilization,Wide color captu...",2,12 Mpx/12 Mpx,f 1.8/f 2.8,1,1920 px x 1080 px,f 2.2,Não,2x,10x,158.4 mm x 78.1 mm x 7.5 mm,Não,Sim,Sim,Não,Sim,IP67,Apple A11 Bionic,"2x2.4 GHz Monsoon,4x1.6 GHz Mistral",6,2.4 GHz,Apple GPU,Sim,Sim,Sim,Sim,Sim,Não,Não,1,Nano-SIM,Não,,Setembro,2017,202 g,"5.5 """,HD,1080 px x 1920 px,IPS,Retina,19.5 - 9,401 ppi,,625 cd/m²,Sim,2691 mAh,Íon de lítio,Sim,Sim,Não,240 h,Sim,Não,4G/LTE,Lightning,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Desbloqueado,"Aparelho de Exposição - Acompanha carregador - Acompanha capa anti-impacto - Produto Excelente, Saúde da Bateria em 87% - Produto intacto, não possui defeitos. Sem detalhes - Não acompanha caixa apenas - Garantia legal de 90 dias _______________________________________________________________ Câmera dupla e mais detalhes Suas 2 câmeras traseiras de 12 Mpx/12 Mpx permitirão que você tire fotos mais detalhadas e obtenha efeitos únicos, como a famosa profundidade rasa do modo retrato de campo. Além disso, o dispositivo possui uma câmera frontal de 7 Mpx para que você possa tirar selfies divertidas ou fazer videochamadas. Mais para ver Com sua tela IPS de 5.5 "", desfrute de cores intensas e maior clareza em todo o seu conteúdo. Melhor desempenho Sua memória RAM de 3 GB permite que seu smartphone funcione sem problemas e sem demora ao executar várias tarefas, jogar jogos ou navegar. Desbloqueio rápido com sua impressão digital Com o sensor de impressão digital, o acesso é seguro e você poderá desbloqueá-lo automaticamente com um toque. Bateria o dia todo Sua bateria 2691 mAh se adapta ao seu estilo de vida e lhe garante energia durante um dia inteiro com uma única carga. Grande capacidade de armazenamento Com sua memória interna de 64 GB você sempre terá espaço para armazenar arquivos e documentos importantes. Além disso, você poderá salvar filmes, séries e vídeos para reproduzi-los sempre que quiser offline.",,,21 h,,,,,,,,,,,,,,
0,iPhone XR 64 Gb Branco 3 Gb Ram,https://produto.mercadolivre.com.br/MLB-1693965701-iphone-7-plus-128gb-_JM,Apple,iPhone,iPhone XR,64 GB,3 GB,Não,,iOS,12,14,,12 Mpx,3840 px x 2160 px,7 Mpx,Sim,,1,12 Mpx/12 Mpx,f 1.8,1,1920 px x 1080 px,f 2.2,Não,,5x,150.9 mm x 75.7 mm x 8.3 mm,Não,Sim,Sim,Não,Sim,IP67,Apple A12 Bionic,"2x2.5 GHz Vortex,4x1.6 GHz Tempest",6,2.5 GHz,,Sim,Sim,Sim,Sim,Sim,Não,Não,1,Nano-SIM,Sim,1,Outubro,2018,194 g,"6.1 """,Full HD+,828 px x 1792 px,IPS,,19.5 - 9,326 ppi,,625 cd/m²,Sim,2942 mAh,Íon de lítio,,Sim,Não,,Não,Sim,4G/LTE,Lightning,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Desbloqueado,"Produto bem novo, com a saúde da bateria em 96% com os acessórios originais e caixa. Bateria para o dia todo Sua poderosa bateria 2942 mAh se adapta ao seu ritmo de vida e garante energia por um dia inteiro com uma única carga. Momentos únicos, capturas reais Capture seus melhores momentos e reviva-os sempre que quiser com a câmera traseira de 12 Mpx. Além disso, o dispositivo tem uma câmera frontal de 7 Mpx para que possa tirar-se selfies divertidas ou fazer videochamadas. Reconhecimento facial para maior segurança Sua tecnologia precisa de reconhecimento facial lhe garantirá acesso rápido e seguro ao equipe. Aproxime o dispositivo do seu rosto para desbloqueá-lo instantaneamente e comece a desfrutar de uma experiência incomparável.",,,25 h,,,,,,,,,,,,,,
0,iPhone 11 Pro 64gb,https://produto.mercadolivre.com.br/MLB-1693965701-iphone-7-plus-128gb-_JM,Apple,iPhone,iPhone 11 Pro,64 GB,4 GB,Não,512 GB,iOS,13,14,MIUI 12,12 Mpx,3840 px x 2160 px,12 Mpx,Sim,,3,12 Mpx/12 Mpx/12 Mpx,f 1.8/f 2.0/f 2.4,1,3840 px x 2160 px,f 2.2,Não,2x,10x,144 mm x 71.4 mm x 8.1 mm,Não,Sim,Sim,Não,Sim,IP68,Apple A13 Bionic,"2x2.65 GHz Lightning,4x1.8 GHz Thunder",6,2.65 GHz,Apple GPU,Sim,Sim,Sim,Sim,Sim,Não,Não,1,Nano-SIM,Sim,1,Setembro,2019,188 g,"5.8 """,Full HD+,1125 px x 2436 px,OLED,,19.5 - 9,458 ppi,,1200 cd/m²,Sim,3190 mAh,Íon de lítio,Sim,Sim,Não,240 h,Não,Sim,4G/LTE,Lightning,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Desbloqueado,"Uma tela que brilha acima de tudo conhecido A tela OLED Super Retina XDR de 5,8"", sem moldura e com resolução FullHD+, é a tela mais nítida projetada pela Apple. Possui dois níveis máximos de brilho que se ajustam automaticamente à luz ambiente. Graças à alta intensidade de contrastes e a um nível mais alto de detalhes, é perfeita para assistir filmes HDR, mesmo ao sol. Fotografias mais reais O iPhone 11 Pro possui um revolucionário sistema de três câmeras que multiplica sua capacidade criativa e é fácil de usar. Com sua câmera ultra-angular, ninguém fica de fora da cena, pois abrange um campo de visão quatro vezes mais amplo. O modo noturno permite capturar os melhores momentos, mesmo com pouca luz, como uma festa com amigos, e automaticamente. Mas isso não é tudo, sua câmera telefoto traseira captura retratos de qualidade profissional e ao fazer zoom amplia os animais em ambientes naturais ou as pessoas em eventos esportivos em detalhes. Grave e edite vídeos em nível profissional Todas as câmeras do iPhone 11 Pro gravam vídeo em 4K com uma nitidez incrível. Sua câmera ultra grande angular permite capturar paisagens imperdíveis e cenas em movimento, como um amigo andando de bicicleta no parque. Um recital de música? Aumente o zoom na imagem e o som também aumentará. Um iPhone que oferece tudo O novo chip U1 projetado pela Apple utiliza a tecnologia de banda ultralarga que permite ao iPhone 11 Pro localizar com precisão outros dispositivos da Apple que possuem o mesmo chip. Além disso, o sistema de autenticação Face ID reconhece seu rosto para oferecer maior segurança do que a tecnologia Touch ID. Como se isso não bastasse, com seu chip A13 Bionic e a bateria de carregamento rápido, ele navega na velocidade máxima e sem interrupções.",,,,,,,,,,,,,,,,,
0,iPhone 8 Desbloqueado Um Mês De Uso (usado),https://produto.mercadolivre.com.br/MLB-1693965701-iphone-7-plus-128gb-_JM,Apple,iPhone,iPhone 8,64 GB,2 GB,Não,256 GB,iOS,11,14,,12 Mpx,3840 px x 2160 px,7 Mpx,Sim,,1,12 Mpx/12 Mpx,f 1.8,1,1920 px x 1080 px,f 2.2,Não,,5x,138.4 mm x 67.3 mm x 7.3 mm,Não,Sim,Sim,Não,Sim,IP67,Apple A11 Bionic,"2x2.4 GHz Monsoon,4x1.6 GHz Mistral",6,2.4 GHz,,Sim,Sim,Sim,Sim,Sim,Não,Não,1,Nano-SIM,Não,,Setembro,2017,148 g,"4.7 """,Full HD+,750 px x 1334 px,IPS,,19.5 - 9,326 ppi,,625 cd/m²,Sim,1821 mAh,Íon de lítio,Sim,Sim,Não,240 h,Sim,Não,4G/LTE,Lightning,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Desbloqueado,Celular excelente condição,,,14 h,,,,,,,,,,,,,,
0,"iPhone 7 Rose Gold 256gb Em Estado De Novo, Sem Riscos!",https://produto.mercadolivre.com.br/MLB-1832670708-iphone-12-pro-128-azul-pacifico-_JM,Apple,iPhone,iPhone 7,256 GB,2 GB,Não,,iOS,10.0.1,14,,12 Mpx,3840 px x 2160 px,7 Mpx,Sim,"Optical image stabilization,Six-element lens,Quad-LED True Tone flash,Panorama (up to 63MP),Sapphire crystal lens cover,Backside illumination sensor,Hybrid IR filter,Autofocus with Focus Pixels,Tap to focus with Focus Pixels,Live Photos with stab",1,12 Mpx/12 Mpx,f 1.8,1,1920 px x 1080 px,f 2.2,Não,,5x,138.3 mm x 67.1 mm x 7.1 mm,Não,Sim,Sim,Não,Sim,IP67,Apple A10 Fusion,"2x2.34 GHz Hurricane,2x2.34 GHz Zephyr",4,2.34 GHz,PowerVR Series7XT Plus,Sim,Sim,Sim,Sim,Sim,,Não,1,Nano-SIM,Não,,Setembro,2016,138 g,"4.7 """,HD,750 px x 1334 px,IPS,Retina,19.5 - 9,326 ppi,,625 cd/m²,Sim,1960 mAh,Íon de lítio,,Sim,Não,240 h,Sim,Não,4G/LTE,Lightning,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Desbloqueado,"IPhone 7 top de linha com 256 gb, excelente estado de conservação (conforme fotos), sem nenhum risco na carcaça ou tela. Produto de qualidade e muito bem cuidado. Excelente custo vs benefício. Caso seja pagamento à vista, posso criar um anúncio com valor mais atrativo.",,,14 h,,,,,,,,,,,,,,
0,iPhone 8 64 Gb Ouro ,https://produto.mercadolivre.com.br/MLB-1832670708-iphone-12-pro-128-azul-pacifico-_JM,Apple,iPhone,iPhone 8,64 GB,2 GB,Não,,iOS,11,14,,12 Mpx,3840 px x 2160 px,7 Mpx,Sim,,1,12 Mpx/12 Mpx,f 1.8,1,1920 px x 1080 px,f 2.2,Não,,5x,138.4 mm x 67.3 mm x 7.3 mm,Não,Sim,Sim,Não,Sim,IP67,Apple A11 Bionic,"2x2.4 GHz Monsoon,4x1.6 GHz Mistral",6,2.4 GHz,,Sim,Sim,Sim,Sim,Sim,Não,Não,1,Nano-SIM,Não,,Setembro,2017,148 g,"4.7 """,Full HD+,750 px x 1334 px,IPS,,19.5 - 9,326 ppi,,625 cd/m²,Sim,1821 mAh,Íon de lítio,Sim,Sim,Não,240 h,Sim,Não,4G/LTE,Lightning,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Desbloqueado,"Iphone 8 64GB super novinho. Detalhes são na película, tela esta perfeita",,,14 h,,,,,,,,,,,,,,
0,iPhone SE 128gb Ouro Rosé,https://produto.mercadolivre.com.br/MLB-1832670708-iphone-12-pro-128-azul-pacifico-_JM,Apple,iPhone,iPhone SE,128 GB,2 GB,Não,,iOS,9,14,MIUI 12,12 Mpx,3840 px x 2160 px,1.2 Mpx,Sim,,1,12 Mpx/12 Mpx,f 2.2,,1280 px x 720 px,f 2.4,Não,,5x,123.8 mm x 58.6 mm x 7.6 mm,Não,Não,,Não,Sim,IP67,Apple A9,2x1.84 GHz Twister,2,1.84 GHz,,Sim,Sim,Sim,,Sim,Não,Não,1,Nano-SIM,Não,,Setembro,,113 g,"4 """,Full HD+,640 px x 1136 px,IPS,Dot Drop Display,,326 ppi,,500 cd/m²,Sim,1624 mAh,Íon de lítio,,Sim,Não,240 h,Sim,Não,4G/LTE,Lightning,Sim,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Desbloqueado,iPhone SE 128 GB Ouro Rosé -Primeira geração -Modelo ativado em 11/10/2018 -Bateria nova (Saúde em 100%) Trocada na autorizada Apple de Palmas-TO  (Lojas do notebook) em 14/12/2020 -Alguns detalhes de uso -Atualizado para iOS 14.3 -Acompanha caixa e todos os acessórios originais,,,14 h,,,Não,,,,,,,,,,,
0,iPhone 7 Plus Red 128gb - Grátis R$700 Em Acessorios!,https://produto.mercadolivre.com.br/MLB-1832670708-iphone-12-pro-128-azul-pacifico-_JM,Apple,iPhone,iPhone 7 Plus,128 GB,128 GB,Não,,iOS,10.0.1,14,,12 Mpx,3840 px x 2160 px,7 Mpx,Sim,"Portrait mode,Optical image stabilization,Sixelement lens,Quad-LED True Tone flash,Panorama (up to 63MP),Sapphire crystal lens cover,Backside illumination sensor,Hybrid IR filter,Autofocus with Focus Pixels,Tap to focus with Focus Pixels,Liv...",9,12 Mpx/12 Mpx,f 1.8/f 2.8,1,1920 px x 1080 px,f 2.2,Não,2x,10x,158.2 mm x 77.9 mm x 7.3 mm,Não,Sim,Sim,Não,Sim,IP67,Apple A10 Fusion,"2x2.34 GHz Hurricane,2x2.34 GHz Zephyr",4,2.34 GHz,PowerVR Series7XT Plus,Sim,Sim,Sim,Sim,Sim,,Não,1,Nano-SIM,Não,,Setembro,2016,188 g,"5.5 """,HD,1080 px x 1920 px,IPS,Retina,,401 ppi,,625 cd/m²,Sim,2900 mAh,Íon de lítio,,Sim,Não,384 h,Sim,,4G/LTE,Lightning,Não,,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Vivo,"iPhone 7 Plus Red. Versão edição limitada Product Red. Aparelho em 100% de estado de conservação. IMPECÁVEL! Aparelho ainda na garantia Apple. Acompanha: Fones de ouvidos ORIGINAL (NOVO) Carregador ORIGINAL (NOVO) Case, manuais e itens originais todos inclusos como se fosse comprar na loja. BRINDES!!! case em alumínio e vidro temperado Luphie com a case em madeira. (ORIGINAL) (R$370 valor novo) case Baseus (ORIGINAL) (R$140 valor novo) case Spigen (ORIGINAL) (R$120 valor novo) case Baseus Red (ORIGINAL) (R$110 valor novo) Protetor da câmera traseira em vidro temperado 9H (R$95 valor novo) TENHO NOTA FISCAL!!!",,,21 h,,,,,,,,,,,,,,
0,iPhone XS 256gb - Usado / Vidro Traseiro Trincado,https://produto.mercadolivre.com.br/MLB-1832670708-iphone-12-pro-128-azul-pacifico-_JM,Apple,iPhone,iPhone XS,256 GB,4 GB,Não,,iOS,12,14,MIUI 12,12 Mpx,3840 px x 2160 px,7 Mpx,Sim,,2,12 Mpx/12 Mpx,f 1.8/f 2.4,1,1920 px x 1080 px,f 2.2,Não,2x,10x,143.6 mm x 70.9 mm x 7.7 mm,Não,Sim,Sim,Não,Sim,IP68,Apple A12 Bionic,"2x2.5 GHz Vortex,4x1.6 GHz Tempest",6,2.5 GHz,,Sim,Sim,Sim,Sim,Sim,Não,Não,1,Nano-SIM,Não,,Setembro,2018,177 g,"5.8 """,Full HD+,1125 px x 2436 px,OLED,,19.5 - 9,458 ppi,,625 cd/m²,Sim,2658 mAh,Íon de lítio,Sim,Sim,Não,240 h,Não,Sim,4G/LTE,Lightning,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Desbloqueado,IPhone com 83% saúde da bateria e comprado novo. Quebrou no primeiro dia de compra e desde então segue dentro da capinha sob proteção.,,,20 h,,,,,,,,,,,,,,
0,iPhone 7 Plus 128 Gb Ouro,https://produto.mercadolivre.com.br/MLB-1832670708-iphone-12-pro-128-azul-pacifico-_JM,Apple,iPhone,iPhone 7 Plus,128 GB,3 GB,Não,,iOS,10.0.1,14,,12 Mpx,3840 px x 2160 px,7 Mpx,Sim,"Portrait mode,Optical image stabilization,Six-element lens,Quad-LED True Tone flash,Panorama (up to 63MP),Sapphire crystal lens cover,Backside illumination sensor,Hybrid IR filter,Autofocus with Focus Pixels,Tap to focus with Focus Pixels,Live P",2,12 Mpx/12 Mpx,f 1.8/f 2.8,1,1920 px x 1080 px,f 2.2,Não,2x,10x,158.2 mm x 77.9 mm x 7.3 mm,Não,Sim,Sim,Não,Sim,IP67,Apple A10 Fusion,"2x2.34 GHz Hurricane,2x2.34 GHz Zephyr",4,2.34 GHz,PowerVR Series7XT Plus,Sim,Sim,Sim,Sim,Sim,Não,Não,1,Nano-SIM,Não,,Setembro,2016,188 g,"5.5 """,HD,1080 px x 1920 px,IPS,Retina,19.5 - 9,401 ppi,,625 cd/m²,Sim,2900 mAh,Íon de lítio,,Sim,Não,384 h,Sim,Não,4G/LTE,Lightning,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Desbloqueado,"A pronta entrega em excelente estado. * O áudio do receptor, pouquíssimas vezes fica ruim * Botão de volume menos sem contato Mas de toda forma está excelente, bom armazenamento. Única dona e icloud livre. Acompanha somente carregador e cabo.",,,21 h,,,,,,,,,,,,,,
0,iPhone 11 128 Gb Amarelo,https://produto.mercadolivre.com.br/MLB-1832670708-iphone-12-pro-128-azul-pacifico-_JM,Apple,iPhone,iPhone 11,128 GB,4 GB,Não,512 GB,iOS,13,14,MIUI 12,12 Mpx,3840 px x 2160 px,12 Mpx,Sim,"Portrait mode with advanced bokeh and Depth Control,Portrait Lighting with six effects (Natural,Studio,Contour,Stage,Stage Mono,High-Key Mono),Optical image stabilization (Wide),Five-element lens (Ultra Wide),Six-element lens (Wide),Brighter Tru",2,12 Mpx/12 Mpx,f 1.8/f 2.4,1,3840 px x 2160 px,f 2.2,Não,2x,5x,150.9 mm x 75.7 mm x 8.3 mm,Não,Sim,Sim,Não,Sim,IP68,Apple A13 Bionic,"2x2.65 GHz Lightning,4x1.8 GHz Thunder",6,2.65 GHz,Apple GPU MP4,Sim,Sim,Sim,Sim,Sim,Não,Não,1,Nano-SIM,Sim,1,Setembro,2019,194 g,"6.1 """,HD,828 px x 1792 px,IPS,Liquid Retina,19.5 - 9,326 ppi,60 Hz,625 cd/m²,Sim,3110 mAh,Íon de lítio,Sim,Sim,Não,240 h,Não,Sim,4G/LTE,Lightning,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Desbloqueado,"Aparelho muito bem conservado.  Funcionando perfeitamente.  Único Dono Detalhe pequeno na película  Envio de brinde uma película de vidro + 5 capinhas (Brinde, favor não reclamar) Saúde da bateria 96% Só compre se tiver realmente certeza. Mercado livre é coisa séria.  Pergunte e esclareça todas as suas dúvidas antes de comprar.  Se você é usuário de Android, pesquise antes de ir comprar um iPhone e veja se irá se adaptar ao sistema IOS.  Produto vai na caixa original com cabo e fone de ouvido (lacrado)",,,,,Não,,,,,,,,,,,,
0, iPhone X Vitrine 64gb Original Vitrine Sem Detalhes,https://produto.mercadolivre.com.br/MLB-902194518-iphones-5s-32-gigas-_JM,Apple,iPhone,iPhone X,64 GB,3 GB,Não,,iOS,11,14,,12 Mpx,3840 px x 2160 px,7 Mpx,Sim,,2,12 Mpx/12 Mpx,f 1.8/f 2.4,1,1920 px x 1080 px,f 2.2,Não,2x,10x,143.6 mm x 70.9 mm x 7.7 mm,Não,Sim,Sim,Não,Sim,IP67,Apple A11 Bionic,"2x2.39 GHz Monsoon,4x1.6 GHz Mistral",6,2.39 GHz,,Sim,Sim,Sim,Sim,Sim,Não,Não,1,Nano-SIM,Não,,Setembro,2017,174 g,"5.8 """,Full HD+,1125 px x 2436 px,OLED,,19.5 - 9,458 ppi,,625 cd/m²,Sim,2716 mAh,Íon de lítio,,Sim,Não,240 h,Não,Sim,4G/LTE,Lightning,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Desbloqueado,"Câmera dupla e mais detalhes Suas 2 câmeras traseiras de 12 Mpx/12 Mpx permitirão que você tire fotos mais detalhadas e obtenha efeitos únicos, como a famosa profundidade rasa do modo retrato de campo. Além disso, o dispositivo possui uma câmera frontal de 7 Mpx para que você possa tirar selfies divertidas ou fazer videochamadas. Mais para ver Com sua tela OLED de 5.8 "", desfrute de cores intensas e maior clareza em todo o seu conteúdo. Melhor desempenho Sua memória RAM de 3 GB permite que seu smartphone funcione sem problemas e sem demora ao executar várias tarefas, jogar jogos ou navegar. Reconhecimento facial para maior segurança Aproxime o dispositivo do seu rosto para desbloqueá-lo instantaneamente. Sua tecnologia precisa de reconhecimento facial garante acesso rápido e seguro ao dispositivo.  Bateria o dia todo Sua bateria 2716 mAh se adapta ao seu estilo de vida e lhe garante energia durante um dia inteiro com uma única carga. ( PRODUTO DE VITRINI NÃO ACOMPANHA CARREGADOR ) Grande capacidade de armazenamento Com sua memória interna de 64 GB você sempre terá espaço para armazenar arquivos e documentos importantes. Além disso, você poderá salvar filmes, séries e vídeos para reproduzi-los sempre que quiser offline.",,,21 h,,,,,,,,,,,,,,
0,iPhone X 256 Gb,https://produto.mercadolivre.com.br/MLB-1354341651-iphone-6s-128gb-celular-usado-seminovo-muito-bom-_JM,Apple,iPhone,iPhone X,256 GB,3 GB,Não,,iOS,11,14,,12 Mpx,3840 px x 2160 px,7 Mpx,Sim,,2,12 Mpx/12 Mpx,f 1.8/f 2.4,1,1920 px x 1080 px,f 2.2,Não,2x,10x,143.6 mm x 70.9 mm x 7.7 mm,Não,Sim,Sim,Não,Sim,IP67,Apple A11 Bionic,"2x2.39 GHz Monsoon,4x1.6 GHz Mistral",6,2.39 GHz,,Sim,Sim,Sim,Sim,Sim,Não,Não,1,Nano-SIM,Não,,Setembro,2017,174 g,"5.8 """,Full HD+,1125 px x 2436 px,OLED,,19.5 - 9,458 ppi,,625 cd/m²,Sim,2716 mAh,Íon de lítio,,Sim,Não,240 h,Não,Sim,4G/LTE,Lightning,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Desbloqueado,iPhone x 256 gb bateria 72% com a parte de trás trincada,,,21 h,,,,,,,,,,,,,,
0,iPhone 5s 32gb Oferta Frete Grátis Original C/ Garantia,https://produto.mercadolivre.com.br/MLB-1354341651-iphone-6s-128gb-celular-usado-seminovo-muito-bom-_JM,Apple,iPhone,iPhone 5s,32 GB,,Não,,iOS,7,12,,8 Mpx,1920 px x 1080 px,1.2 Mpx,Sim,,1,,f 2.2,1,1280 px x 720 px,f 2.4,Não,,3x,123.8 mm x 58.6 mm x 7.6 mm,Não,Não,,Não,Sim,IP67,Apple A7,2x1.3 GHz Cyclone,2,1.3 GHz,PowerVR G6430,Sim,Sim,Sim,Sim,Sim,,Não,1,Nano-SIM,Não,,,2013,112 g,"4 """,,640 px x 1136 px,IPS,,,326 ppi,,500 cd/m²,Sim,1560 mAh,Polímero de lítio,,Sim,Não,240 h,Sim,Não,,Lightning,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim,,O vendedor não inseriu a descrição do produto,,,10 h,,,,,,,,,,,,,,
