,titulo,link,Marca,Linha,Modelo,Memória interna,Memória RAM,Com ranhura para cartão de memória,Capacidade máxima do cartão de memória,Nome do sistema operacional,Versão original do sistema operacional,Última versão compatível do sistema operacional,Camada original de personalização do sistema operacional,Última camada compatível de personalização do sistema operacional,Resolução da câmera traseira principal,Resolução de vídeo da câmera traseira,Resolução da câmera frontal principal,Com câmera,Quantidade de câmeras traseiras,Resolução das câmeras traseiras,Abertura do diafragma da câmera traseira,Quantidade de câmeras frontais,Resolução de vídeo da câmera frontal,Abertura do diafragma da câmera frontal,Com flash na câmara frontal,Zoom óptico,Zoom digital,Com teclado QWERTY físico,É resistente a salpicos,É resistente à água,É à prova d'água,É resistente ao pó,Classificação IP,Modelo do processador,Modelos de CPU,Quantidade de núcleos do processador,Velocidade do processador,Com acelerômetro,Com sensor de proximidade,Com giroscópio,Com bússola,Com barômetro,É Dual SIM,Quantidade de ranhuras para cartão SIM,Tamanhos de cartão SIM compatíveis,Com eSIM,Mês de lançamento,Ano de lançamento,Peso,Tamanho da tela,Tipo de resolução da tela,Resolução da tela,Tecnologia da tela,Tipo de tela,Pixels por polegada,Brilho máximo da tela,Com tela tátil,Capacidade da bateria,Tipo de bateria,Com carregamento rápido,Com carregamento sem fio,Com bateria removível,Autonomia em standby,Autonomia de conversação,Com leitor de impressão digital,Com reconhecimento facial,Altura x Largura x Profundidade,Rede,Tipo de conector de carregamento,Com conector USB,Com jack 3.5,Com Wi-Fi,Com GPS,Com Bluetooth,Com NFC,Com mini HDMI,Com radio,Com sintonizador de TV,Com IMEI,Operadora,Inclui lápis,descricao,Quantidade de eSIMs,Proporção da tela,Modelo de GPU,Com sensor de frequência cardíaca,Características principais das câmeras,Taxa de atualização da tela,É resistente a quedas,Versão,Modelo detalhado,Tipos de cartão de memória,Edição do sistema operacional,Tipos de câmeras traseiras,Tipos de câmeras frontais,Resolução das câmeras frontais,Com reconhecimento de mão,Com reconhecimento de íris,Origem,Com tela dobrável,Resolução da tela dobrada,Proporção da tela dobrada,Resolução da tela dobrada secundária,Proporção da tela dobrada secundária,Tecnologia da tela secundária,Resolução da tela secundária,Proporção da tela secundária,Com tela secundária tátil,É kit,Altura x Largura,Cor,Pixels por polegada da tela dobrada,Pixels por polegada da tela secundária,Brilho máximo da tela secundária,Zoom híbrido
0,Apple iPhone 7 Plus 32gb Preto Original Vitrine @iphoneriagb,https://produto.mercadolivre.com.br/MLB-1754443736-apple-iphone-7-plus-32gb-preto-original-vitrine-iphoneriagb-_JM,Apple,iPhone,iPhone 7 Plus,32 GB,3 GB,Não,,iOS,10.0.1,14,,,12 Mpx,3840 px x 2160 px,7 Mpx,Sim,2,12 Mpx/12 Mpx,f 1.8/f 2.8,1,1920 px x 1080 px,f 2.2,Não,2x,10x,Não,Sim,Sim,Não,Sim,IP67,Apple A10 Fusion,"2x2.34 GHz Hurricane,2x2.34 GHz Zephyr",4,2.34 GHz,Sim,Sim,Sim,Sim,Sim,Não,1,Nano-SIM,Não,Setembro,2016,188 g,"5.5 """,HD,1080 px x 1920 px,IPS,Retina,401 ppi,625 cd/m²,Sim,2900 mAh,Íon de lítio,,Sim,Não,384 h,21 h,Sim,Não,158.2 mm x 77.9 mm x 7.3 mm,4G/LTE,Lightning,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Desbloqueado,,"Iphone 7 Plus 32gb Apple Original de Exposição Vitrine Desbloqueado em até 12x sem juros ----------------------------------------------------------------------------------------------------------------------- QUEM SOMOS ? - A loja IphoneriaGB foi criada em 4 de agosto de 2018 com mais de 2 anos de experiência no mercado conta com mais de 1000 clientes satisfeitos com entregas sendo feitas pessoalmente no Rio de Janeiro e para todo Brasil. Vendemos todo tipo de acessórios e aparelhos celulares, entre capas, carregadores, fones, iphones e muito mais para agradar você. Possuímos instagram, facebook, youtube e mercado livre para proporcionar a você a melhor experiência de compra. Nossa loja possui + de 2.000 itens vendidos pessoalmente com total satisfação dos clientes. ----------------------------------------------------------------------------------------------------------------------- DESCRIÇÃO DO PRODUTO: - Importado depois de ser exposto por 12 meses em vitrines de loja. - Garantia 90 dias. - Homologado pela Anatel, desbloqueado com 4G. - NÃO ACOMPANHA nota fiscal, por ser importado. - Bateria pode variar entre 80% e 100% por ser exposto em vitrines de loja. - Consultar a cor disponível acima do botão comprar. - Parcelamos em até 12x SEM JUROS. ----------------------------------------------------------------------------------------------------------------------- *Consultar Cores ainda disponíveis acima do botão comprar. *Postamos em até 24 h úteis. *NOSSA REPUTAÇÃO está na parte direita da propaganda, abaixo do botão comprar - Ver MAIS DADOS SOBRE ESTE VENDEDOR. ----------------------------------------------------------------------------------------------------------------------- IMPORTANTE SABER: - NÃO possui defeitos, NEM tela trincada, NEM arranhões. - PRODUTO ORIGINAL COM Número DE IMEI PARA CONSULTA NA ANATEL, LIVRE PARA TODAS AS OPERADORAS. - FRETE GRÁTIS PARA TODO PAÍS (Consultar algumas regiões que não são cobertas devido ao custo alto não coberto pelo Mercado Livre). - Postamos em menos de 24h úteis. - Após a compra, receberá um canal direto e equipe pós venda para ajuda 24h/por dia. ----------------------------------------------------------------------------------------------------------------------- O QUE CONTÉM NA CAIXA: - IPHONE - CABO. - TOMADA. - FONE DE AÚDIO GENÉRICO DE SIMILAR QUALIDADE. ----------------------------------------------------------------------------------------------------------------------- POR QUE COMPRAR CONOSCO? 1. Somente enviamos via Mercado Pago, dessa forma só receberemos o dinheiro da compra após sua qualificação e sua confirmação que a descrição do produto confere com o que for recebido. 2. A compra via Mercado Envios tem seguro, ou seja, além de oferecermos o frete grátis, o produto tem seguro e caso haja Extravio você receberá seu dinheiro de volta. 3. Reputação de 100% de aprovação, o que demonstra nosso comprometimento com o cliente. 4. Envio do produto em ATÉ 24 h úteis após aprovação da compra. 5. Somos Mercado Líder, mais de 2 anos no mercado, leia o comentário de nossos clientes, + de 2000 produtos vendidos. ----------------------------------------------------------------------------------------------------------------------- REGRAS DE ENVIO: POSTAGEM ATÉ 24 H ÚTEIS, APÓS APROVAÇÃO PELO MERCADO PAGO. ----------------------------------------------------------------------------------------------------------------------- PERGUNTAS FREQUENTES: 1.PRODUTO ORIGINAL? SIM. SOMENTE TRABALHAMOS COM PRODUTOS ORIGINAIS. 2.QUANDO SERÁ ENVIADO? POSSO RETIRAR? PRODUTO SERÁ ENVIADO EM ATÉ 1 DIA ÚTIL, APÓS A APROVAÇÃO DA COMPRA PELO MERCADO PAGO. ENVIOS , APENAS PELOS CORREIOS, POIS HÁ SEGURO NO MERCADO ENVIOS. RETIRADAS PESSOALMENTE NO RIO DE JANEIRO. 3.OS ACESSÓRIOS SÃO ORIGINAIS? ORIGINAIS DE ALTA QUALIDADE. 4.HÁ ENVIO DE BRINDES? SIM. CABO, TOMADA E FONE DE OUVIDO PARALELOS DE ALTA QUALIDADE 5.PRAZO PARA RECEBIMENTO? Consulta o prazo de entrega no “Calculador de frete” localizado ao lado da foto do produto, no topo da página do MERCADO LIVRE. -----------------------------------------------------------------------------------------------------------------------",,19.5 - 9,PowerVR Series7XT Plus,,"Portrait mode,Optical image stabilization,Sixelement lens,Quad-LED True Tone flash,Panorama (up to 63MP),Sapphire crystal lens cover,Backside illumination sensor,Hybrid IR filter,Autofocus with Focus Pixels,Tap to focus with Focus Pixels,Liv...",60 Hz,Não,,,,,,,,,,,,,,,,,,,,,,,,,,
0,iPhone 8 256gb Usado,https://produto.mercadolivre.com.br/MLB-1789363272-iphone-8-256gb-usado-_JM,Apple,iPhone,iPhone 8,256 GB,2 GB,Não,,iOS,11,14,,,12 Mpx,3840 px x 2160 px,7 Mpx,Sim,1,,f 1.8,1,1920 px x 1080 px,f 2.2,Não,,5x,Não,Sim,Sim,Não,Sim,IP67,Apple A11 Bionic,"2x2.4 GHz Monsoon,4x1.6 GHz Mistral",6,2.4 GHz,Sim,Sim,Sim,Sim,Sim,Não,1,Nano-SIM,Não,Setembro,2017,148 g,"4.7 """,,750 px x 1334 px,IPS,,326 ppi,625 cd/m²,Sim,1821 mAh,Íon de lítio,Sim,Sim,Não,240 h,14 h,Sim,Não,138.4 mm x 67.3 mm x 7.3 mm,4G/LTE,Lightning,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Desbloqueado,,Bem conservado.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,iPhone 8 64gb,https://produto.mercadolivre.com.br/MLB-1790041800-iphone-8-64gb-_JM,Apple,iPhone,iPhone 8,64 GB,2 GB,Não,,iOS,11,14,,,12 Mpx,3840 px x 2160 px,7 Mpx,Sim,1,,f 1.8,1,1920 px x 1080 px,f 2.2,Não,,5x,Não,Sim,Sim,Não,Sim,IP67,Apple A11 Bionic,"2x2.4 GHz Monsoon,4x1.6 GHz Mistral",6,2.4 GHz,Sim,Sim,Sim,Sim,Sim,Não,1,Nano-SIM,Não,Setembro,2017,148 g,"4.7 """,,750 px x 1334 px,IPS,,326 ppi,625 cd/m²,Sim,1821 mAh,Íon de lítio,Sim,Sim,Não,240 h,14 h,Sim,Não,138.4 mm x 67.3 mm x 7.3 mm,4G/LTE,Lightning,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Claro,,"Celular em ótimas condições, pouco tempo de uso, com a caixa, manual, carregador",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,iPhone XS 256gb,https://produto.mercadolivre.com.br/MLB-1790359055-iphone-xs-256gb-_JM,Apple,iPhone,iPhone XS,256 GB,4 GB,Não,,iOS,12,14,MIUI 12,MIUI 12,12 Mpx,3840 px x 2160 px,7 Mpx,Sim,2,12 Mpx/12 Mpx,f 1.8/f 2.4,1,1920 px x 1080 px,f 2.2,Não,2x,10x,Não,Sim,Sim,Não,Sim,IP68,Apple A12 Bionic,"2x2.5 GHz Vortex,4x1.6 GHz Tempest",6,2.5 GHz,Sim,Sim,Sim,Sim,Sim,Não,1,Nano-SIM,Não,Setembro,2018,177 g,"5.8 """,Full HD+,1125 px x 2436 px,OLED,,458 ppi,625 cd/m²,Sim,2658 mAh,Íon de lítio,Sim,Sim,Não,240 h,20 h,Não,Sim,143.6 mm x 70.9 mm x 7.7 mm,4G/LTE,Lightning,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Desbloqueado,,Iphone XS 256 Gb - sem nenhum risco - tela trocada,,19.5 - 9,,,,60 Hz,Não,,,,,,,,,,,,,,,,,,,,,,,,,,
0,iPhone 7 Plus 128gb Branco,https://produto.mercadolivre.com.br/MLB-1851666462-iphone-7-plus-128gb-branco-_JM,Apple,iPhone,iPhone 7 Plus,128 GB,3 GB,Não,,iOS,10.0.1,14,,,12 Mpx,3840 px x 2160 px,7 Mpx,Sim,2,12 Mpx/12 Mpx,f 1.8/f 2.8,1,1920 px x 1080 px,f 2.2,Não,2x,10x,Não,Sim,Sim,Não,Sim,IP67,Apple A10 Fusion,"2x2.34 GHz Hurricane,2x2.34 GHz Zephyr",4,2.34 GHz,Sim,Sim,Sim,Sim,Sim,Não,1,Nano-SIM,Não,Setembro,2016,188 g,"5.5 """,HD,1080 px x 1920 px,IPS,Retina,401 ppi,625 cd/m²,Sim,2900 mAh,Íon de lítio,,Sim,Não,384 h,21 h,Sim,Não,158.2 mm x 77.9 mm x 7.3 mm,4G/LTE,Lightning,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Desbloqueado,,Iphone sem defeito e sem detalhes. Bateria 77% conforme foto. Acompanha: - Caixa - Capinha Rosa que estava em uso (tem detalhes) - Capinha Transparente lacrada - 2 Peliculas de vidro fechadas (não é a 3D). Não acompanha cabo e nem carregador de tomada.,,19.5 - 9,PowerVR Series7XT Plus,Não,"Portrait mode,Optical image stabilization,Sixelement lens,Quad-LED True Tone flash,Panorama (up to 63MP),Sapphire crystal lens cover,Backside illumination sensor,Hybrid IR filter,Autofocus with Focus Pixels,Tap to focus with Focus Pixels,Liv...",,,,,,,,,,,,,,,,,,,,,,,,,,,,
0, iPhone 12 Pro Max 256 Gb Prata (novo Lacrado) + Brindes,https://produto.mercadolivre.com.br/MLB-1867308526-iphone-12-pro-max-256-gb-prata-novo-lacrado-brindes-_JM,Apple,iPhone,iPhone 12 Pro Max,256 GB,6 GB,Não,512 GB,iOS,14,14,MIUI 12,,12 Mpx,3840 px x 2160 px,12 Mpx,Sim,3,12 Mpx/12 Mpx/12 Mpx,f 1.6/f 2.2/f 2.4,1,3840 px x 2160 px,f 2.2,Não,5x,12x,Não,Sim,Sim,Não,Sim,IP68,Apple A14 Bionic,,6,3 GHz,Sim,Sim,Sim,Sim,Sim,Não,1,Nano-SIM,Sim,Novembro,2020,228 g,"6.7 """,Full HD+,1284 px x 2778 px,OLED,DotDisplay,458 ppi,1200 cd/m²,Sim,3687 mAh,Íon de lítio,Sim,Sim,Não,240 h,,Não,Sim,160.8 mm x 78.1 mm x 7.4 mm,5G,Lightning,Não,Não,Sim,Sim,Sim,Sim,,Não,,Sim,Desbloqueado,,"Fotografia profissional no seu bolso Descubra infinitas possibilidades para suas fotos com as 3  câmeras principais de sua equipe. Teste sua criatividade e jogue com iluminação, diferentes planos e efeitos para obter ótimos resultados. Perfeito para quem gosta de fotos detalhadas. Seu zoom óptico lhe dará a possibilidade de ampliar sem perder qualidade de suas capturas. Capacidade e eficiência Com seu poderoso processador e memória RAM de 6 GB seu computador alcançará alto desempenho com alta velocidade de transmissão de conteúdos e executará vários aplicativos ao mesmo tempo, sem atrasos. Reconhecimento facial para maior segurança Aproxime o dispositivo do seu rosto para desbloqueá-lo instantaneamente. Sua tecnologia precisa de reconhecimento facial garante acesso rápido e seguro ao dispositivo.  Vida útil da bateria mais longa Desconecte-se! Com a super bateria de 3687 mAh você terá energia por muito mais tempo para jogar, assistir séries ou trabalhar sem recarregar.",1,19.5 - 9,Apple GPU,Não,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,iPhone 6 Plus Completo Gold 16 G,https://produto.mercadolivre.com.br/MLB-848621410-iphone-6-plus-completo-gold-16-g-_JM,Apple,iPhone,iPhone 6 Plus,16 GB,1 GB,Não,,iOS,8,,MIUI 12,MIUI 12,8 Mpx,1920 px x 1080 px,1.2 Mpx,Sim,,,f 2.2,,1280 px x 720 px,,Não,,3x,Não,,,Não,Sim,,Apple A8,2x1.4 GHz Typhoon,2,1.4 GHz,Sim,Sim,Sim,,Sim,Não,1,Nano-SIM,Não,,,172 g,"5.5 """,,1080 px x 1920 px,IPS,,401 ppi,500 cd/m²,Sim,2915 mAh,Íon de lítio,,Sim,Não,384 h,24 h,Sim,,158.1 mm x 77.8 mm x 7.1 mm,4G/LTE,Lightning,Sim,,Sim,Sim,Sim,,Não,Não,Não,Sim,,,"Pouquisssimas marcas, imperceptiveis. Completo com caixa, fone e carregador. Funciona perfeitamente, sem nenhum defeito",,,,,,60 Hz,Não,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Apple iPhone 8 64gb (cinza Espacial) - Lacrado,https://produto.mercadolivre.com.br/MLB-1091854309-apple-iphone-8-64gb-cinza-espacial-lacrado-_JM,Apple,iPhone,iPhone 8,64 GB,2 GB,Não,,iOS,11,14,,,12 Mpx,3840 px x 2160 px,7 Mpx,Sim,1,,f 1.8,1,1920 px x 1080 px,f 2.2,Não,,5x,Não,Sim,Sim,Não,Sim,IP67,Apple A11 Bionic,"2x2.4 GHz Monsoon,4x1.6 GHz Mistral",6,2.4 GHz,Sim,Sim,Sim,Sim,Sim,Não,1,Nano-SIM,Não,Setembro,2017,148 g,4.7 in,,1334 px x 750 px,IPS,,326 ppi,625 cd/m²,Sim,1821 mAh,Íon de lítio,Sim,Sim,Não,240 h,14 h,Sim,Não,138.4 mm x 67.3 mm x 7.3 mm,4G/LTE,Lightning,Sim,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Desbloqueado,,"Iphone 8 (Cinza Espacial) 64GB Desbloqueado Tela de 4,7"" Retina HD Resolução de 1334 x 750 pixels a 326 ppp Chip A11 Bionic com arquitetura 64 Bits Processador neural Coprocessador de movimento M11 integrado Conteúdo da caixa Iphone com iOS 11 EarPods com conector Lightning Adaptador de Lightning para conector de fones de ouvido 3,5mm Cabo de Lightning para USB Carregador USB (Padrão Brasileiro) Documentação Produto lacrado. Produto Original Apple.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,iPhone 12 Pro 512 Gb Ouro C/ Cabo E Carregador,https://produto.mercadolivre.com.br/MLB-1716507698-iphone-12-pro-512-gb-ouro-c-cabo-e-carregador-_JM,Apple,iPhone,iPhone 12 Pro,512 GB,6 GB,Não,512 GB,iOS,,,,,,,,Sim,2,,,,,,,,,,Sim,,,Sim,IP68,,,6,,,,Sim,,Sim,Não,1,,,,,,,,,,DotDisplay,,,,2815 mAh,,,Sim,,240 h,,,Sim,,,Lightning,,,,,,Sim,,Não,,Sim,Desbloqueado,,"Fotografia profissional no seu bolso Descubra infinitas possibilidades para suas fotos com as 3 câmeras principais de sua equipe. Teste sua criatividade e jogue com iluminação, diferentes planos e efeitos para obter ótimos resultados. Perfeito para quem gosta de fotos detalhadas. Seu zoom óptico lhe dará a possibilidade de ampliar sem perder qualidade de suas capturas. Capacidade e eficiência Com seu poderoso processador e memória RAM de 6 GB seu computador alcançará alto desempenho com alta velocidade de transmissão de conteúdos e executará vários aplicativos ao mesmo tempo, sem atrasos. Reconhecimento facial para maior segurança Aproxime o dispositivo do seu rosto para desbloqueá-lo instantaneamente. Sua tecnologia precisa de reconhecimento facial garante acesso rápido e seguro ao dispositivo. Bateria o dia todo Sua bateria 2815 mAh se adapta ao seu estilo de vida e lhe garante energia durante um dia inteiro com uma única carga.",,19.5 - 9,,Não,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,"iPhone SE 32gb, Dourado, 1ª Geração, Usado, Ótimo Estado ",https://produto.mercadolivre.com.br/MLB-1731769202-iphone-se-32gb-dourado-1-geraco-usado-otimo-estado-_JM,Apple,iPhone,iPhone SE,32 GB,2 GB,Não,,iOS,9,14,,,12 Mpx,3840 px x 2160 px,1.2 Mpx,Sim,,,f 2.2,,1280 px x 720 px,f 2.4,Não,,5x,Não,,,Não,Sim,IP67,Apple A9,2x1.84 GHz Twister,2,1.84 GHz,Sim,Sim,Sim,,Sim,Não,1,Nano-SIM,Não,Setembro,,113 g,"4 """,,640 px x 1136 px,IPS,,326 ppi,500 cd/m²,Sim,1624 mAh,Íon de lítio,,Sim,Não,240 h,14 h,Sim,,123.8 mm x 58.6 mm x 7.6 mm,4G/LTE,Lightning,Sim,,Sim,Sim,Sim,,Não,Não,Não,Sim,Desbloqueado,,"Tenha todo o conforto, segurança e eficácia de um produto da Apple. Aparelho com 2 anos de uso, porém em perfeita condição. Tela 4,7. Desbloqueio por biometria. Sistema iOS atualizado com a última versão lançada. Memória de 32 GB. Acompanhar caixa original, carregador e capa.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Celular iPhone 8 Apple 64 Gb Na Caixa,https://produto.mercadolivre.com.br/MLB-1761762929-celular-iphone-8-apple-64-gb-na-caixa-_JM,Apple,iPhone,iPhone 8,64 GB,2 GB,Não,,iOS,11,14,,,12 Mpx,3840 px x 2160 px,7 Mpx,Sim,1,12 Mpx/12 Mpx,f 1.8,1,1920 px x 1080 px,f 2.2,Não,,5x,Não,,Sim,Não,Sim,IP67,Apple A11 Bionic,"2x2.4 GHz Monsoon,4x1.6 GHz Mistral",6,2.4 GHz,Sim,Sim,Sim,Sim,Sim,Não,1,Nano-SIM,Não,Setembro,2017,148 g,"4.7 """,Full HD+,750 px x 1334 px,IPS,,326 ppi,625 cd/m²,Sim,1821 mAh,Íon de lítio,Sim,Sim,Não,240 h,14 h,Sim,Não,138.4 mm x 67.3 mm x 7.3 mm,4G/LTE,Lightning,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Desbloqueado,,"Celular novo, na caixa. Já com película de vidro e capinha de proteção. Somente o carregador foi usado. Aparelho e fone intactos.",,19.5 - 9,,Não,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,iPhone 7 32 Gb Black Piano Impecável,https://produto.mercadolivre.com.br/MLB-1771935546-iphone-7-32-gb-black-piano-impecavel-_JM,Apple,iPhone,iPhone 7,32 GB,2 GB,Não,,iOS,10.0.1,14,,,12 Mpx,3840 px x 2160 px,7 Mpx,Sim,1,12 Mpx/12 Mpx,f 1.8,1,1920 px x 1080 px,f 2.2,Não,,5x,Não,Sim,Sim,Não,Sim,IP67,Apple A10 Fusion,"2x2.34 GHz Hurricane,2x2.34 GHz Zephyr",4,2.34 GHz,Sim,Sim,Sim,Sim,Sim,Não,1,Nano-SIM,Não,Setembro,2016,138 g,"4.7 """,,750 px x 1334 px,IPS,Retina,326 ppi,625 cd/m²,Sim,1960 mAh,Íon de lítio,,Sim,Não,240 h,14 h,Sim,Não,138.3 mm x 67.1 mm x 7.1 mm,4G/LTE,Lightning,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Desbloqueado,,O vendedor não inseriu a descrição do produto,,19.5 - 9,PowerVR Series7XT Plus,Não,"Optical image stabilization,Sixelement lens,Quad-LED True Tone flash,Panorama (up to 63MP),Sapphire crystal lens cover,Backside illumination sensor,Hybrid IR filter,Autofocus with Focus Pixels,Tap to focus with Focus Pixels,Live Photos with s...",,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Celular iPhone 7 32gb Preto Usado,https://produto.mercadolivre.com.br/MLB-1809783809-celular-iphone-7-32gb-preto-usado-_JM,Apple,iPhone,iPhone 7,32 GB,2 GB,Não,,iOS,10.0.1,14,,,12 Mpx,3840 px x 2160 px,7 Mpx,Sim,1,12 Mpx/12 Mpx,f 1.8,1,1920 px x 1080 px,f 2.2,Não,,5x,Não,Sim,Sim,Não,Sim,IP67,Apple A10 Fusion,"2x2.34 GHz Hurricane,2x2.34 GHz Zephyr",4,2.34 GHz,Sim,Sim,Sim,Sim,Sim,Não,1,Nano-SIM,Não,Setembro,2016,138 g,"4.7 """,HD,750 px x 1334 px,IPS,Retina,326 ppi,625 cd/m²,Sim,1960 mAh,Íon de lítio,,Sim,Não,240 h,14 h,Sim,Não,138.3 mm x 67.1 mm x 7.1 mm,4G/LTE,Lightning,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Desbloqueado,,"iPhone 7 32GB preto. Tudo original funcionando corretamente, acessórios originais e caixa. Só não tem fone de ouvido. A nota fiscal foi perdida, mas o celular tem procedência. Algumas marcas de uso. 80% Saúde da bateria",,19.5 - 9,PowerVR Series7XT Plus,Não,"Optical image stabilization,Six-element lens,Quad-LED True Tone flash,Panorama (up to 63MP),Sapphire crystal lens cover,Backside illumination sensor,Hybrid IR filter,Autofocus with Focus Pixels,Tap to focus with Focus Pixels,Live Photos with stab",,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,iPhone 11 Pro Cinza Espacial - 256 Gb,https://produto.mercadolivre.com.br/MLB-1815909892-iphone-11-pro-cinza-espacial-256-gb-_JM,Apple,iPhone,iPhone 11 Pro,256 GB,4 GB,Não,512 GB,iOS,13,14,MIUI 12,MIUI 12,12 Mpx,3840 px x 2160 px,12 Mpx,Sim,3,12 Mpx/12 Mpx/12 Mpx,f 1.8/f 2.0/f 2.4,1,3840 px x 2160 px,f 2.2,Não,2x,10x,Não,Sim,Sim,Não,Sim,IP68,Apple A13 Bionic,"2x2.65 GHz Lightning,4x1.8 GHz Thunder",6,2.65 GHz,Sim,Sim,Sim,Sim,Sim,Não,1,Nano-SIM,Sim,Setembro,2019,188 g,"5.8 """,Full HD+,1125 px x 2436 px,OLED,DotDisplay,458 ppi,1200 cd/m²,Sim,3190 mAh,Íon de lítio,Sim,Sim,Não,,,Não,Sim,144 mm x 71.4 mm x 8.1 mm,4G/LTE,Lightning,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Desbloqueado,,"iPhone 11 Pro, cinza espacial, com capacidade de 256 Gb, sem qualquer marca de uso. Na caixa com todos os acessórios nunca utilizados.",1,,Apple GPU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,iPhone 7 32gb Preto Matte Com Defeito No Conector De Carga,https://produto.mercadolivre.com.br/MLB-1777391235-iphone-7-32gb-preto-matte-com-defeito-no-conector-de-carga-_JM,Apple,iPhone,iPhone 7,32 GB,2 GB,Não,,iOS,10.0.1,14,,,12 Mpx,3840 px x 2160 px,7 Mpx,Sim,1,12 Mpx/12 Mpx,f 1.8,1,1920 px x 1080 px,f 2.2,Não,,5x,Não,Sim,Sim,Não,Sim,IP67,Apple A10 Fusion,"2x2.34 GHz Hurricane,2x2.34 GHz Zephyr",4,2.34 GHz,Sim,Sim,Sim,Sim,Sim,Não,1,Nano-SIM,Não,Setembro,2016,138 g,"4.7 """,HD,750 px x 1334 px,IPS,Retina,326 ppi,625 cd/m²,Sim,1960 mAh,Íon de lítio,,Sim,Não,240 h,14 h,Sim,Não,138.3 mm x 67.1 mm x 7.1 mm,4G/LTE,Lightning,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Desbloqueado,Não,IPhone 7 32GB Preto Matte Desbloqueado iCloud Limpo Funcionando  Tem Mal Contato no Conector de Carga Restante funciona,,19.5 - 9,PowerVR Series7XT Plus,Não,"Optical image stabilization,Six-element lens,Quad-LED True Tone flash,Panorama (up to 63MP),Sapphire crystal lens cover,Backside illumination sensor,Hybrid IR filter,Autofocus with Focus Pixels,Tap to focus with Focus Pixels,Live Photos with stab",,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,iPhone 8 Plus 256gb - Vitrine Consulte As Cores Disponiveis,https://produto.mercadolivre.com.br/MLB-1816037592-iphone-8-plus-256gb-vitrine-consulte-as-cores-disponiveis-_JM,Apple,iPhone,iPhone 8 Plus,256 GB,3 GB,Não,,iOS,11,14,,,12 Mpx,3840 px x 2160 px,7 Mpx,Sim,2,12 Mpx/12 Mpx,f 1.8/f 2.8,1,1920 px x 1080 px,f 2.2,Não,2x,10x,Não,Sim,Sim,Não,Sim,IP67,Apple A11 Bionic,"2x2.4 GHz Monsoon,4x1.6 GHz Mistral",6,2.4 GHz,Sim,Sim,Sim,Sim,Sim,Não,1,Nano-SIM,Não,Setembro,2017,202 g,"5.5 """,HD,1080 px x 1920 px,IPS,Retina,401 ppi,625 cd/m²,Sim,2691 mAh,Íon de lítio,Sim,Sim,Não,240 h,21 h,Sim,Não,158.4 mm x 78.1 mm x 7.5 mm,4G/LTE,Lightning,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Desbloqueado,,"APARELHO IPHONE 8 PLUS - 256GB  CONSULTE AS CORES DISPONIVEIS APARELHO 100% ORIGINAL  GARANTIA DE 3 MESES APÓS A ENTREGA  ENVIAMOS PARA TODO O BRASIL ACOMPANHA CAPINHA E PELICULA OU CARREGADOR DE BRINDE (INFORMAR QUAL PREFERE NO ATO DA COMPRA) APARELHO GRADE A (A MELHOR QUALIFICAÇÃO ENTRE OS VITRINES BATERIA SEMPRE ENTRE 85% A 100% APARELHO PODE CONTER PEQUENAS MARCAS EXTERNAS, MAS SEM QUALQUER DEFEITO INTERNO FUNCIONA 100% *NÃO ACOMPANHA CAIXA OU FONE* SE ESTIVER COM MAIS ALGUMA DÚVIDA ENTRE EM CONTATO.",,19.5 - 9,Apple GPU,,"Portrait mode,Portrait Lighting with five effects (Natural,Studio,Contour,Stage,Stage Mono),Optical image stabilization,Sixelement lens,LED True Tone flash with Slow Sync,Panorama (up to 63MP),Live Photos with stabilization,Wide color captu...",,,,,,,,,,,,,,,,,,,,,,,,,,,,
