,titulo,link,Marca,Linha,Modelo,Memória interna,Memória RAM,Com ranhura para cartão de memória,Tipos de cartão de memória,Capacidade máxima do cartão de memória,Tamanho da tela,Tipo de resolução da tela,Resolução da tela,Tecnologia da tela,Tipo de tela,Proporção da tela,Pixels por polegada,Com tela tátil,Pixels por polegada da tela dobrada,Pixels por polegada da tela secundária,Capacidade da bateria,Tipo de bateria,Com carregamento rápido,Com carregamento sem fio,Com bateria removível,Autonomia de conversação,Altura x Largura x Profundidade,Com teclado QWERTY físico,É resistente a salpicos,É resistente à água,É à prova d'água,É resistente ao pó,Classificação IP,Modelo do processador,Modelos de CPU,Quantidade de núcleos do processador,Velocidade do processador,Modelo de GPU,Com acelerômetro,Com sensor de proximidade,Com giroscópio,Com bússola,Com sensor de frequência cardíaca,É Dual SIM,Quantidade de ranhuras para cartão SIM,Tamanhos de cartão SIM compatíveis,Com eSIM,Mês de lançamento,Ano de lançamento,Peso,Nome do sistema operacional,Versão original do sistema operacional,Camada original de personalização do sistema operacional,Resolução da câmera traseira principal,Resolução de vídeo da câmera traseira,Resolução da câmera frontal principal,Com câmera,Características principais das câmeras,Quantidade de câmeras traseiras,Resolução das câmeras traseiras,Abertura do diafragma da câmera traseira,Quantidade de câmeras frontais,Resolução das câmeras frontais,Abertura do diafragma da câmera frontal,Com flash na câmara frontal,Zoom digital,Com leitor de impressão digital,Com reconhecimento facial,Com reconhecimento de íris,Rede,Tipo de conector de carregamento,Com conector USB,Com jack 3.5,Com Wi-Fi,Com GPS,Com Bluetooth,Com NFC,Com mini HDMI,Com radio,Com sintonizador de TV,Com IMEI,Operadora,descricao,Taxa de atualização da tela,É resistente a quedas,Com barômetro,Última camada compatível de personalização do sistema operacional,Resolução de vídeo da câmera frontal,Última versão compatível do sistema operacional,Brilho máximo da tela,Zoom óptico,Inclui lápis,Velocidade do GPU,Autonomia em standby,Cor,Com tela dobrável,É kit,Edição do sistema operacional,Modelo detalhado,Origem,Zoom híbrido,Com reconhecimento de mão,Quantidade de eSIMs,Versão,Tipos de câmeras traseiras,Tipos de câmeras frontais,Tecnologia da tela secundária,Tamanho da tela secundária,Resolução da tela secundária,Proporção da tela secundária,Com tela secundária tátil,Altura fechado,Largura fechada,Profundidade cerrado,Taxa de atualização da tela secundária,Altura x Profundidade,Altura x Largura,Brilho máximo da tela secundária
0,Celular Samsung S10 Plus 128 Gb Usado,https://produto.mercadolivre.com.br/MLB-1771088357-vendo-smartphone-samsung-galaxy-a70-128-gb-6-de-ram-_JM,Samsung,Galaxy S,S10+,128 GB,8 GB,Sim,MicroSD,512 GB,"6.4 """,Quad HD+,1440 px x 3040 px,Dynamic AMOLED,,19 - 9,522 ppi,Sim,,,4100 mAh,Íon de lítio,Sim,Sim,Não,,157.6 mm x 74.1 mm x 7.8 mm,Não,Sim,Sim,Não,Sim,IP68,,,8,,,Sim,Sim,Sim,Sim,Sim,Não,1,Nano-SIM,Não,Março,2019,175 g,Android,9.0 Pie,One UI 1.1,16 Mpx,3840 px x 2160 px,10 Mpx,Sim,,3,16 Mpx/12 Mpx/12 Mpx,f 2.2/f 2.4/f 1.5-2.4,2,10 Mpx/8 Mpx,f 1.9/f 2.2,Não,10x,Sim,Sim,,4G/LTE,USB-C,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Desbloqueado,"Celular semi-novo apenas com um pequeno detalhe nos pixels da tela nada que afete funcionamento, celular maravilhoso",60 Hz,Não,Sim,One UI 3.0,3840 px x 2160 px,11,,2x,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Sansung Galaxy A21s  Na Garantia De Fábrica Sem Defeitos ,https://produto.mercadolivre.com.br/MLB-1771088357-vendo-smartphone-samsung-galaxy-a70-128-gb-6-de-ram-_JM,Samsung,Galaxy A,A21s,64 GB,4 GB,Sim,MicroSD,512 GB,"6.5 """,,720 px x 1600 px,PLS,,20 - 9,270 ppi,Sim,,,5000 mAh,Polímero de lítio,Sim,Não,Não,54 h,163.7 mm x 75.3 mm x 8.9 mm,Não,Não,Não,Não,Não,IP68,Exynos 850,8x2 GHz Cortex-A55,8,2 GHz,Mali-G52,Sim,Sim,Sim,Sim,Não,Não,1,Nano-SIM,Não,,2020,192 g,Android,10,One UI 2,48 Mpx,1920 px x 1080 px,13 Mpx,Sim,,4,48 Mpx/8 Mpx/2 Mpx/2 Mpx,f 2.0/f 2.2/f 2.4/f 2.4,1,,f 2.2,Não,8x,Sim,Sim,,4G/LTE,USB-C,Sim,Sim,Sim,Sim,Sim,,Não,Sim,Não,Sim,Desbloqueado,Sansung Galaxy A21s com 4 meses de uso.Sem defeitos nunca foi feito Reparo.Vai com todos os acessórios originais.Ainda na Garantia!,60 Hz,Não,Não,MIUI 12,1920 px x 1080 px,,500 cd/m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Smartphone Samsung Galaxy A02s Preto,https://produto.mercadolivre.com.br/MLB-775838969-samsung-galaxy-s7-edge-32gb-_JM,Samsung,Galaxy,A02s Duos,32 GB,3 GB,Sim,MicroSD,1 TB,"6.5 """,HD+,720 px x 1600 px,PLS,Infinity-V Display,20 - 9,270 ppi,Sim,,,5000 mAh,Polímero de lítio,Sim,Não,Não,,166.5 mm x 75.9 mm x 9.2 mm,Não,Não,,,Não,,Snapdragon 450,8x1.8 GHz Cortex-A53,8,1.8 GHz,Adreno 506,Sim,Sim,,,Não,Sim,2,Nano-SIM,,Janeiro,2021,198 g,Android,10,One UI,13 Mpx,1920 px x 1080 px,5 Mpx,Sim,"Bokeh effect,Live focus",3,13 Mpx/2 Mpx/2 Mpx,f 2.2/f 2.4/f 2.4,1,,f 2.2,Não,8x,,,,4G/LTE,USB-C,Sim,Sim,Sim,Sim,Sim,,,,Não,Sim,Desbloqueado,"Smartphone Samsung Galaxy A02S Preto, Tela 6.5”, 4G+Wi-Fi, And. 10, Câm. Tras. de 13+2+2, Frontal de 5MP, 3GB RAM, 32GB Características do Produto: Modelo: Galaxy A02S Marca: Samsung Cor: Vermelho Altura: 16,42 cm Largura: 7,59 cm Comprimento: 0,91 cm Peso: 196g Chip: 2 A Prova D'Água: Não Bateria de Longa Duração: Sim Câmera Frontal: 5MP Câmera Traseira: 13MP + 2MP + 2MP Tamanho da Tela: 6.5"" Sistema Operacional: Android 10 Processador: Octa-Core Armazenamento: 32GB Sintonizador de TV: Não Expansão de Memória: Sim Conectividade: 4G+Wi-Fi Frequência: 1.8GHz Memória RAM: 3GB Especificações Técnicas: Formato do Aparelho: Barra Interface com o Usuário: Touch Screen Sistema Operacional + Versão: Android | 10.0 Plataforma: 32bit Loja de Aplicativos: Play Store / Galaxy Apps Número de Núcleos: Octa-Core Velocidade do Processador: 1.8GHz Bluetooth: Bluetooth v4.2 Browser: Google Chrome, Samsung S-Browser 9.2 Conexão Wi-Fi: Sim Roteador Wi-Fi: Sim NFC: Não MST (emulador de tarja magnética): Não SAMSUNG Pay: Não 2 Chips: Sim Tipo de SIM: Nano-SIM (4FF) USB: USB2.0 USB Conector: USB - Tipo C E-mail: Google Mail, Outlook Mail Push E-mail: Microsoft Direct Push E-Mail Tipos de E-mail Suportados: POP3,IMAP4,SMTP,SSL,TLS Visualização de Arquivos Office: Sim Edição de Arquivos Office: Disponível para download Tipos de Sensores: Acelerômetro, Proximidade, Luminosidade Segurança: Reconhecimento Facial Tecnologia: TFT Tamanho do Display: 6.5"" | 165.5mm Número de Pixels: 720 x 1600 (HD+) Quantidade de Cores: 16M Vidro Reforçado: Sim Resolução: 13MP + 2MP + 2MP Abertura: F2.2 + F2.4 + F2.4 Zoom: Digital de 8x Estabilizador Óptico de Imagem (OIS): Não Sensor Phase Detection (PDAF): Não Foco Automático (AF): Sim Flash: Flash-LED Resolução: 5MP Abertura: F2.2 Flash Frontal: Sim, na tela Formatos Suportados para reprodução: MP4, 3GP Resolução de reprodução: FHD (1920 x 1080) | @60fps Resolução de gravação: FHD (1920 x 1080) | @30fps Formato suportado de Streaming: 3GP, MP4, MP3 Rádio FM: Sim Gravação de Rádio FM: Sim RDS: Sim GPS: Sim A-GPS: Sim TV Digital: Não Memória Interna total compartilhada: 32GB(*) Suporte a Cartão de Memória: Sim Tipo Cartão de Memória Suportado: MicroSD Capacidade do Cartão de Memória: 512GB Memória RAM: 3GB Capacidade da Bateria (mAh): 5000mAh Tipo de Bateria: Ions de Lítio Voltagem: Bi-Volt Carregamento Rápido: Sim (7.5W) Carregamento Sem Fio: Não Conteúdo da Embalagem: Aparelho celular Carregador Cabo USB Extrator de Chip Manual do usuário Dimensões do Produto: (AxLxC): 16,42 x 7,59 x 0,91 cm Peso: 196g Dimensões do Produto (Embalado): (AxLxC): 17,2 x 8,25 x 5,2 cm Peso: 394g Garantia: 1 ano (Ofertado pelo fabricante) Fornecedor: Samsung GERAL Processador: Octa Core Armazenamento: 32 GB Chip: 2 Frequência: 1.8 GHz Câmera Traseira: 13 + 2 + 2 MP Conectividade: 4G + Wi-Fi Sistema Operacional: Android 10 Sintonizador de TV: Não Câmera Frontal: 5 MP Garantia: 1 Ano Cor: Azul A prova Dágua: Não Bateria de Longa Duração: Sim Expansão de Memória: Sim Marca: Samsung Tamanho da Tela: 6.5"" Comprimento (em Cm): 0.91 Largura(em Cm): 7,59 Peso: 196g Altura (em Cm): 16,42 Fornecedor: Samsung Entrada p/ Chip: 2 Câmera: 13 + 2 + 2 MP",,,Não,,,,,,,,,Preto,,,,,,,,,,,,,,,,,,,,,,,
0,Samsung Galaxy A11 64 Gb A115m,https://produto.mercadolivre.com.br/MLB-775838969-samsung-galaxy-s7-edge-32gb-_JM,Samsung,Galaxy,A11 Duos,64 GB,3 GB,Sim,MicroSD,512 GB,"6.4 """,,720 px x 1560 px,TFT,,,268 ppi,Sim,,,4000 mAh,Polímero de lítio,Sim,Não,Não,,16.14 mm x 76.3 mm x 8 mm,Não,Não,,,Não,IP68,Snapdragon 450,,8,1.8 GHz,Adreno 506,Sim,Sim,,,,Sim,2,Nano-SIM,Não,,2020,177 g,Android,10,One UI 2,13 Mpx,1920 px x 1080 px,8 Mpx,Sim,,3,13 Mpx x 5 Mpx x 2 Mpx,f 1.8/f 2.2/f 2.4,1,8,f 2.0,Sim,4x,Sim,Sim,,4G/LTE,USB-C,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim,Desbloqueado,"Smartphone Samsung Galaxy A11 64GB A115M       Características      Uma tela grande para ver melhor. Mergulhe no grande Display Infinito de 6.4 polegadas do Galaxy A11. Uma proporção ampla preenche sua tela com conteúdo de ponta a ponta. Assista aos seus vídeos, jogos e streaming ao vivo favoritos em alta definição. O Galaxy A11 ajuda você a se destacar da multidão com uma aparência elegante que combina com seu estilo. Suas curvas suaves parecem que foram feitas para sua mão, sendo fáceis de serem seguradas ao longo do dia. Câmera tripla para capturar seus momentos ao vivo. A câmera tripla do Galaxy A11 conta com uma câmera Ultra Wide de 115 graus, como o olho humano, uma Câmera Wide de 13MP para fotos claras e nítidas durante todo o dia e, para completar, uma câmera de profundidade de 2MP para ajustar o desfoque e destacar o que realmente importa. Câmera Ultra Wide para uma perspectiva maior. Enquadre mais em suas fotos com a câmera Ultra Wide. O ângulo de 77 graus da Câmera Wide e de 115 graus da Ultra Wide permitem que você capture o que vê, sem perder o momento. Agora é ainda mais fácil tirar uma bela foto no modo panorâmico. Câmera de profundidade que destaca o objeto. A avançada câmera de profundidade de 2MP permite que você ajuste a profundidade de campo antes e depois de tirar a foto. Tire fotos mais profissionais eliminando distrações de fundo indesejadas de suas fotos. Selfies fáceis que chamam atenção. O foco está em você, e é sua hora de brilhar. Tire suas melhores selfies com a câmera frontal de 8MP do Galaxy A11. O Foco da Selfie também desfoca o fundo suavemente para sua personalidade ser a estrela da foto. Bateria duradoura. Você precisa de um celular que aguente sua rotina. A bateria de 4.000mAh permite que você faça streaming, compartilhe e jogue. E se você ficar com pouca bateria, é só conectar e recarregar com o Carregamento Rápido de 15W.A duração real da bateria. Desempenho consistente para você fazer mais. O Galaxy A11 oferece um processamento rápido e grande espaço de armazenamento para você focar no agora. Um processador octa core avançado e uma memória RAM de 3GB oferecem desempenho estável e eficiente. Baixe mais e apague menos com até 64GB de armazenamento interno. Adicione ainda mais com um cartão MicroSD de 512 GB. Mobilidade convenientemente segura. Leitor de impressão digital. Simplifique o acesso móvel com uma segurança confiável. O Galaxy A11 oferece um leitor de impressão digital na parte posterior para você acessar aplicativos adaptáveis e desbloquear o dispositivo facilmente. Reconhecimento facial. Agora, você pode desbloquear seu celular instantaneamente apenas segurando-o em frente ao seu rosto. A tecnologia de reconhecimento facial permite que apenas você acesse o dispositivo, garantindo que seus dados não caiam nas mãos erradas. Mantenha seu dispositivo nas melhores condições conosco. Aproveite a tranquilidade ao comprar um smartphone Galaxy. Os diagnósticos interativos e a otimização do aplicativo Samsung Members facilitam a melhoria de desempenho dos seus dispositivos, enquanto nossa linha de assistência permite a resolução de problemas quando você precisar de assistência extra. Conheça a nova série Galaxy A e encontre a opção ideal para você. Apresentando uma série de celulares que permite que as gerações de hoje façam o que os outros não podem. Conheça o novo Galaxy A. Totalmente incrível, Galaxy feito para todos.      Informações Técnicas      Marca: Samsung   Modelo: Galaxy A11      Sistema Operacional   Sistema Operacional + Versão: Android | 10.0   Plataforma: 64bit   Loja de Aplicativos: Play Store / Galaxy Apps      Processador   Número de Núcleos: Octa-Core   Velocidade do Processador: 1.8GHz      Bandas   2G GSM (GPRS/EDGE): GSM850,GSM900,DCS1800,PCS1900   3G Bandas: B1(2100),B2(1900),B4(AWS),B5(850),B8(900)   3G Downlink / Uplink: HSPA+ 42 / 5.76Mbps   4G Bandas: B1(2100),B2(1900),B3(1800),B4(AWS),B5(850),B7(2600),B8(900),B12(700),B17(700),B28(700)   Categoria: Cat. 4 (DL) / Cat. 3 (UL)      Conectividade   Bluetooth: Bluetooth v4.2   Browser: Google Chrome; Samsung Browser 9.0   Conexão Wi-Fi: 802.11 b/g/n 2.4GHz   Roteador Wi-Fi: Sim    NFC: Não   SAMSUNG Pay: Não   2 Chips: Sim   Tipo de SIM: Nano-SIM (4FF)   USB: USB 2.0   USB Conector: USB Type-C      E-mail  Escritório   E-mail: Google Mail, Samsung Mail   Push E-mail: Microsoft | Direct Push E-Mail for Exchange   Tipos de E-mail Suportados: POP3,IMAP4,SMTP,SSL,TLS   Visualização de Arquivos Office: Sim   Edição de Arquivos Office: Disponível para download      Sensores    Tipos de Sensores: Acelerômetro, Proximidade, Sensor de Luz   Leitor Biométrico (Impressão Digital): Sim      Display    Tecnologia: TFT   Tamanho do Display: 6.4 | 162.0mm   Número de Pixels: 720 x 1560 (HD+)   Quantidade de Cores: 16M   Vidro Reforçado: Sim      Câmera traseira    Resolução: 13MP (Principal) + 5MP (Ulta Wide) + 2MP (Profundidade)    Abertura: F2.4 + F2.2 + F2.4   Zoom: Zoom Digital 4x   Estabilizador Óptico de Imagem (OIS): Não   Sensor Phase Detection (PDAF): Não   Foco Automático (AF): Sim                                                                                                                              Flash: Flash-LED      Câmera frontal    Resolução: 8MP   Abertura: F2.0   Flash Frontal: Sim, na tela      Vídeo    Formatos Suportados para reprodução: MP4,3GP   Resolução de reprodução: FHD (1920 x 1080) | @60fps   Resolução de gravação: FHD (1920 x 1080) | @30fps   Formato suportado de Streaming: 3GP,MP4,MP3      Imagem    Formatos Suportados: A-GIF,BMP,GIF,JPEG,PNG,WebP,WBMP      Música    Reprodução de Música: Sim   Formatos Suportados: MP3,M4A,3GA,AAC,OGG,OGA,WAV,WMA,AMR,AWB,FLAC,MID,MIDI,XMF,MXMF, IMY,RTTTL,RTX,OTA   Rádio FM: Sim   Gravação de Rádio FM: Sim   RDS: Sim      TV    TV Digital: Não      Memória    Memória Interna total compartilhada: 64GB*   Suporte a Cartão de Memória: Sim   Tipo Cartão de Memória Suportado: Micro SD   Capacidade do Cartão de Memória: 512GB   Memória RAM: 3GB      Bateria  carregamento    Capacidade da Bateria: 4000mAh   Tipo de Bateria: Ions de Lítio   Carregamento Rápido: Sim (Carregamento Rápido 15W)   Carregamento Sem Fio: Não      Kit Embalagem:    Aparelho celular   Carregador   Cabo USB   Fone de ouvido   Extrator de Chip   Manual do usuário      (*) Memória interna compartilhada com o sistema operacional e aplicativos pré embarcados.   (**) Tela medida diagonalmente como um retângulo, sem contar a área ocupada pela câmera e os cantos arredondados.      Dimensões   Altura: 16,14 cm   Largura: 76,3 cm   Profundidade: 8,0 cm   Peso: 177 g      Garantia do fornecedor de 12 meses.",60 Hz,Não,Não,,1920 px x 1080 px,,,4x,,600 MHz,,,Não,Não,,,,,,,,,,,,,,,,,,,,,
0,Samsung Galaxy S10e 128gb 6gb De Ram Seminovo Top,https://produto.mercadolivre.com.br/MLB-775838969-samsung-galaxy-s7-edge-32gb-_JM,Samsung,Galaxy S,S10e Duos,128 GB,6 GB,Sim,MicroSD,512 GB,"5.8 """,Full HD+,1080 px x 2280 px,Dynamic AMOLED,Infinity-O Display,,438 ppi,Sim,,,3100 mAh,Íon de lítio,Sim,Sim,Não,19 h,142.2 mm x 69.9 mm x 7.9 mm,Não,Sim,Sim,Não,Sim,IP68,,,8,,,Sim,Sim,Sim,,,Sim,2,Nano-SIM,Não,,2019,150 g,Android,9.0 Pie,One UI,16 Mpx,3840 px x 2160 px,10 Mpx,Sim,"Scene Optimizer,Shot suggestions,Flaw Detection,Food,Panorama,Pro,Live focus with bokeh effect,Photo,Video,Super Slow-mo,Slow motion,Hyperlapse",2,16 Mpx/12 Mpx,f 2.2/f 1.5,1,,f 1.9,Não,8x,Sim,Sim,,4G/LTE,USB-C,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Desbloqueado,"Celular Samsung galaxy s10e 128gb 6gb de ram original com película na tela.  Linha top da Samsung,  sem defeitos,  sem trincados,  sem qualquer tipo de problema.  Acompanha: caixa e acessórios.",,,Sim,,3840 px x 2160 px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Celular Samsung Galaxy S8 64gb,https://produto.mercadolivre.com.br/MLB-775838969-samsung-galaxy-s7-edge-32gb-_JM,Samsung,Galaxy S,S8,64 GB,4 GB,,MicroSD,512 GB,"5.8 """,,1440 px x 2960 px,Super AMOLED,,,570 ppi,Sim,,,3000 mAh,Íon de lítio,,,Não,,148.9 mm x 68.1 mm x 8 mm,Não,,,Sim,,,,,8,,,Sim,Sim,Sim,,,Não,1,Nano-SIM,Não,,,155 g,Android,7.0 Nougat,,12 Mpx,3840 px x 2160 px,8 Mpx,Sim,,,,f 1.7,,,,Não,,Sim,,,4G/LTE,,Sim,,Sim,Sim,Sim,,Não,Não,Não,Sim,Desbloqueado,Celular em perfeito estado. Adquirido em outubro de 2018.,,,,,2560 px x 1440 px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Celular Samsung Galaxy S9 Exelente!!,https://produto.mercadolivre.com.br/MLB-775838969-samsung-galaxy-s7-edge-32gb-_JM,Samsung,Galaxy S,S9,128 GB,4 GB,Sim,MicroSD,400 GB,"5.8 """,Full HD+,1440 px x 2960 px,Super AMOLED,Dot Drop Display,,570 ppi,Sim,,,3000 mAh,Íon de lítio,Sim,Sim,Não,,147.7 mm x 68.7 mm x 8.5 mm,Não,Sim,Sim,Sim,Sim,IP68,,,8,,,Sim,Sim,Sim,Sim,Sim,Não,1,Nano-SIM,Não,,2018,163 g,Android,8.0 Oreo,,12 Mpx,3840 px x 2160 px,8 Mpx,Sim,,1,,f 1.5-2.4,1,,f 1.7,Não,8x,Sim,Sim,Sim,4G/LTE,USB-C,Sim,Sim,Sim,Sim,Sim,Sim,Não,,Não,Sim,Desbloqueado,"Celular em exelentes condicões, 128 gb sem risco, acompanha carregador e fone, sem nenhum problema.",,Não,Sim,,2560 px x 1440 px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Vendo Smartphone Samsung Galaxy A70 128 Gb 6 De Ram ,https://produto.mercadolivre.com.br/MLB-775838969-samsung-galaxy-s7-edge-32gb-_JM,Samsung,Galaxy A,A70,128 GB,6 GB,,MicroSD,512 GB,"6.7 """,,1080 px x 2400 px,Super AMOLED,,,393 ppi,Sim,,,4500 mAh,Polímero de lítio,,Não,Não,28 h,164.3 mm x 76.7 mm x 7.9 mm,Não,Não,Não,Não,,,Snapdragon 675,"2x2 GHz Kryo 460 Gold,6x1.7 GHz Kryo 460 Silver",8,2 GHz,Adreno 612,Sim,Sim,Sim,,Não,Não,1,Nano-SIM,Não,,2019,183 g,Android,9.0 Pie,One UI,32 Mpx,3840 px x 2160 px,32 Mpx,Sim,,3,32 Mpx/5 Mpx/8 Mpx,f 1.7/f 2.2/f 2.2,1,,f 2.0,Não,8x,Sim,Sim,,4G/LTE,,Sim,,Sim,Sim,Sim,,Não,Sim,Não,Sim,Desbloqueado,O aparelho tá bem conservado só pegar é usar tem tem fone carregador tá com película 3D tá filé,,,,,1920 px x 1080 px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Galaxy Note10 Lite,https://produto.mercadolivre.com.br/MLB-775838969-samsung-galaxy-s7-edge-32gb-_JM,Samsung,Galaxy Note,Note10 Lite Duos,128 GB,6 GB,Não,MicroSD,1 TB,"6.7 """,Full HD+,1080 px x 2400 px,Super AMOLED,DotDisplay,19.5 - 9,394 ppi,Sim,,,4500 mAh,Íon de lítio,Sim,Sim,Não,27 h,163.7 mm x 76.1 mm x 8.7 mm,Não,Não,Não,Não,,,Exynos 9810,"4x2.7 GHz Mongoose M3,4x1.7 GHz Cortex-A55",8,2.7 GHz,Mali-G72 MP18,Sim,Sim,Sim,Sim,Não,Sim,2,Nano-SIM,Sim,,2020,199 g,Android,10,One UI 2,12 Mpx,3840 px x 2160 px,32 Mpx,Sim,,3,12 Mpx/12 Mpx/12 Mpx,f 1.7/f 2.4/f 2.2,1,,f 2.2,Não,10x,Sim,Sim,,4G/LTE,USB-C,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Desbloqueado,"Celular com 6 meses de uso impecável ótimo aparelho ,128 gb memoria",,,Sim,,3840 px x 2160 px,14,,2x,Sim,572 GHz,,,,,,,,,,,,,,,,,,,,,,,,,
0,"Celular Samsung S9 Plus 128 Gb De Rom, 6 De Ram",https://produto.mercadolivre.com.br/MLB-1852827654-celular-samsung-a31-128-gb-_JM,Samsung,Galaxy S,S9+ Duos,128 GB,6 GB,Sim,MicroSD,,"6.2 """,HD+,1440 px x 2960 px,Super AMOLED,Dot Drop Display,19.5 - 9,529 ppi,Sim,,,3500 mAh,Íon de lítio,Sim,Sim,Não,,158.1 mm x 73.8 mm x 8.5 mm,Não,Sim,Sim,Sim,,IP68,,,8,,,Sim,Sim,Sim,Sim,Sim,Sim,2,Nano-SIM,Não,Fevereiro,2018,189 g,Android,8.0 Oreo,,12 Mpx,3840 px x 2160 px,8 Mpx,Sim,,2,12 Mpx/12 Mpx,f 2.4/f 1.5-2.4,1,,f 1.7,Não,,Sim,Sim,Sim,4G/LTE,USB-C,Sim,Sim,Sim,Sim,Sim,Sim,Não,,Não,Sim,Desbloqueado,"Celular em excelentes condições, sem riscos arranhões, semi-novo Pelicula gel.",60 Hz,,Sim,,2560 px x 1440 px,,,2x,Não,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Samsung Galaxy A50 Dual Sim 128 Gb Branco 4 Gb Ram,https://produto.mercadolivre.com.br/MLB-1852827654-celular-samsung-a31-128-gb-_JM,Samsung,Galaxy A,A50 Duos,128 GB,4 GB,Sim,MicroSD,512 GB,"6.4 """,Full HD+,1080 px x 2340 px,Super AMOLED,,,403 ppi,Sim,,,4000 mAh,Polímero de lítio,,Não,Não,23 h,158.5 mm x 74.7 mm x 7.7 mm,Não,Não,Não,Não,Não,IP68,Exynos 9610,"4x2.3 GHz Cortex-A73,4x1.7 GHz Cortex-A53",8,2.3 GHz,Mali-G72 MP3,Sim,Sim,Sim,,Não,Sim,2,Nano-SIM,Não,,2019,166 g,Android,9.0 Pie,One UI 1.1,25 Mpx,1920 px x 1080 px,25 Mpx,Sim,,3,25 Mpx/8 Mpx/5 Mpx,f 1.7/f 2.2/f 2.2,1,,f 2.0,Não,,Sim,Sim,,4G/LTE,USB-C,Sim,,Sim,Sim,Sim,,Não,Sim,,Sim,Desbloqueado,O vendedor não inseriu a descrição do produto,,,Não,One UI 2.5,1920 px x 1080 px,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,"Smartphone Samsung Galaxy A71 128gb 6gb Ram - Tela 6,7 ",https://produto.mercadolivre.com.br/MLB-1852827654-celular-samsung-a31-128-gb-_JM,Samsung,Galaxy A,A71,128 GB,6 GB,Sim,MicroSD,512 GB,"6.7 """,Full HD+,1080 px x 2400 px,Super AMOLED Plus,Infinity-O Display,20 - 9,393 ppi,Sim,,,4500 mAh,Íon de lítio,Sim,Não,Não,42 h,163.6 mm x 76 mm x 7.7 mm,Não,Não,Não,Não,,,Snapdragon 730,"2x2.2 GHz Kryo 470 Gold,6x1.8 GHz Kryo 470 Silver",8,2.2 GHz,Adreno 618,Sim,Sim,Sim,,Não,Não,1,Nano-SIM,Não,,2020,179 g,Android,10,One UI 2,64 Mpx,3840 px x 2160 px,32 Mpx,Sim,"LED flash,Autofocus,Touch focus,EIS,Face detection,Smile detection,HDR,Slow motion",4,64 Mpx/12 Mpx/5 Mpx/5 Mpx,f 1.8/f 2.2/f 2.2/f 2.4,1,,f 2.2,Não,8x,Sim,Sim,,4G/LTE,USB-C,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Desbloqueado,O vendedor não inseriu a descrição do produto,,,,,1920 px x 1080 px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Celular Samsung A51,https://produto.mercadolivre.com.br/MLB-1852827654-celular-samsung-a31-128-gb-_JM,Samsung,Galaxy A,A51,128 GB,6 GB,Sim,MicroSD,512 GB,"6.5 """,Full HD+,1080 px x 2400 px,Super AMOLED,Infinity-O Display,20 - 9,405 ppi,Sim,,,4000 mAh,Polímero de lítio,Sim,Não,Não,32 h,158.5 mm x 73.6 mm x 7.9 mm,Não,Não,Não,Não,Não,IP68,Exynos 9611,"4x2.3 GHz Cortex-A73,4x1.7 GHz Cortex-A53",8,2.3 GHz,Mali-G72 MP3,Sim,Sim,Sim,Sim,Não,Não,1,Nano-SIM,Não,Dezembro,2019,172 g,Android,10,One UI,48 Mpx,3840 px x 2160 px,32 Mpx,Sim,,4,48 Mpx/12 Mpx/5 Mpx/5 Mpx,f 2.0/f 2.2/f 2.4/f 2.2,1,,f 2.2,Não,8x,Sim,Sim,,4G/LTE,USB-C,Sim,Sim,Sim,Sim,Sim,,Não,Sim,Não,Sim,Desbloqueado,Celular usado em excelentes condições sem risco ou amassados na borda.,,,Não,One UI 2.5,1920 px x 1080 px,,500 cd/m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,
