,titulo,link,Marca,Linha,Modelo,Memória interna,Memória RAM,Tipos de cartão de memória,Tamanho da tela,Tipo de resolução da tela,Resolução da tela,Tecnologia da tela,Tipo de tela,Pixels por polegada,Brilho máximo da tela,Com tela tátil,Com leitor de impressão digital,Com reconhecimento facial,Peso,Altura x Largura x Profundidade,Tipo de conector de carregamento,Com conector USB,Com Wi-Fi,Com GPS,Com Bluetooth,Com mini HDMI,Com radio,Com sintonizador de TV,Com IMEI,Operadora,É Dual SIM,Quantidade de ranhuras para cartão SIM,Tamanhos de cartão SIM compatíveis,Com eSIM,Nome do sistema operacional,Versão original do sistema operacional,Resolução da câmera traseira principal,Resolução de vídeo da câmera traseira,Resolução da câmera frontal principal,Abertura do diafragma da câmera traseira,Resolução de vídeo da câmera frontal,Com flash na câmara frontal,Capacidade da bateria,Tipo de bateria,Com carregamento sem fio,Com bateria removível,Autonomia de conversação,É resistente a salpicos,É à prova d'água,É resistente ao pó,Classificação IP,Modelo do processador,Modelos de CPU,Quantidade de núcleos do processador,Velocidade do processador,Com acelerômetro,Com sensor de proximidade,Com giroscópio,Com barômetro,Com sensor de frequência cardíaca,descricao,Capacidade máxima do cartão de memória,Com câmera,Quantidade de câmeras traseiras,Com teclado QWERTY físico,Autonomia em standby,Rede,Com ranhura para cartão de memória,Proporção da tela,Com reconhecimento de íris,É resistente à água,É resistente a quedas,Modelo de GPU,Quantidade de eSIMs,Mês de lançamento,Ano de lançamento,Última versão compatível do sistema operacional,Camada original de personalização do sistema operacional,Resolução das câmeras traseiras,Quantidade de câmeras frontais,Abertura do diafragma da câmera frontal,Zoom digital,Zoom híbrido,Com reconhecimento de mão,Com jack 3.5,Com NFC,Com bússola,Com carregamento rápido,Última camada compatível de personalização do sistema operacional,Inclui lápis,Versão,Taxa de atualização da tela,Características principais das câmeras,Zoom óptico,Velocidade do GPU,Cor,Edição do sistema operacional,Modelo detalhado,Origem,Resolução das câmeras frontais,É kit,Com tela dobrável,Tipos de câmeras traseiras,Altura x Largura,Profundidade,Pixels por polegada da tela dobrada,Pixels por polegada da tela secundária,Brilho máximo da tela secundária,Tipos de câmeras frontais
0,Samsung Galaxy A10s Dual Sim 32 Gb Azul 2 Gb Ram,https://produto.mercadolivre.com.br/MLB-1784503862-samsung-galaxy-a10s-dual-sim-32-gb-azul-2-gb-ram-_JM,Samsung,Galaxy A,A10s Duos,32 GB,2 GB,MicroSD,"6.2 """,HD+,720 px x 1520 px,PLS,Infinity-V Display,271 ppi,,Sim,Sim,Sim,168 g,156.9 mm x 75.8 mm x 7.8 mm,Micro USB,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Desbloqueado,Sim,2,Nano-SIM,Não,Android,9.0 Pie,13 Mpx,1920 px x 1080 px,8 Mpx,f 1.8/f 2.4,1920 px x 1080 px,Não,4000 mAh,Polímero de lítio,Não,Não,,Não,Não,Não,IP68,MediaTek MT6762 Helio P22,"4x2 GHz Cortex-A53,4x1.5 GHz Cortex-A53",8,2 GHz,Sim,Sim,Não,Não,Não,"Inteligente e preditivo O Samsung A10s Duos tem o sistema operacional avançado Android9.0 Pie que aprende seus hábitos para se adaptar à sua rotina e alcançar a máxima eficiência de sua equipe. Essa tecnologia torna seu dispositivo tão autônomo que pode reduzir o consumo de energia, ajustar automaticamente o brilho e gerenciar a bateria de forma inteligente. Câmera dupla e mais detalhes Suas 2 câmeras traseiras de 13 Mpx/2 Mpx permitirão que você tire fotos mais detalhadas e obtenha efeitos únicos, como a famosa profundidade rasa do modo retrato de campo. Além disso, o dispositivo possui uma câmera frontal de 8 Mpx para que você possa tirar selfies divertidas ou fazer videochamadas. Mais para ver Com sua tela PLS de 6.2 "", desfrute de cores intensas e maior clareza em todo o seu conteúdo. Desbloqueio facial e de impressão digital Máxima segurança para que apenas você possa acessar o sua equipe. Você pode escolher entre o sensor de impressão digital para ativar seu telefone com um toque, ou o reconhecimento facial que permite desbloquear até 30% mais rápido. Vida útil da bateria mais longa Desconecte-se! Com a super bateria de 4000 mAh você terá energia por muito mais tempo para jogar, assistir séries ou trabalhar sem recarregar. O espaço que você precisa Com sua memória interna de 32 GB baixe seus aplicativos favoritos e salve todas as fotos e vídeos que desejar.",512 GB,Sim,2,Não,,4G/LTE,Sim,19 - 9,,Não,,PowerVR GE8320,,Agosto,2019,10,One UI,13 Mpx/2 Mpx,1,f 2.0,4x,,,Sim,Não,,,MIUI 12,,,60 Hz,"LED flash,Autofocus,Touch focus,EIS,Face detection,Smile detection,HDR",,650 MHz,,,,,,,,,,,,,,
0,Smartphone Samsung Galaxy A31 128gb 4g 6.4 Octa-core Branco,https://produto.mercadolivre.com.br/MLB-1787236144-smartphone-samsung-galaxy-a31-128gb-4g-64-octa-core-branco-_JM,Samsung,Galaxy A,A31 Duos,128 GB,4 GB,MicroSD,"6.4 """,Full HD+,1080 px x 2400 px,Super AMOLED,Infinity-U Display,411 ppi,,Sim,Sim,Sim,185 g,159.3 mm x 73.1 mm x 8.6 mm,USB-C,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Desbloqueado,Sim,2,Nano-SIM,Não,Android,10,48 Mpx,1920 px x 1080 px,20 Mpx,f 2.0/f 2.2/f 2.4/f 2.4,1920 px x 1080 px,Não,5000 mAh,Polímero de lítio,Não,Não,33 h,Não,Não,Não,IP68,MediaTek MT6768 Helio P65,"2x2 GHz Cortex-A75,6x1.7 GHz Cortex-A55",8,2 GHz,Sim,Sim,Sim,Não,Não,"Com o novo  Smartphone Samsung Galaxy A31 128GB, você poderá fazer muito mais, com uma tela mais ampla e com menos bordas, você poderá jogar seus jogos favoritos, ver seu vídeo em alta definição graças a tecnologia FHD+, além de contar com um excelente processador Octa Core que permite que tudo isso seja feito com maior velocidade, ele também vem equipado com uma kit de câmeras quadruplas que permite tirar as melhores fotos com uma maior perspectiva, obtendo os melhores resultados tanto para fotos quanto para vídeos. FICHA TÉCNICA Modelo: A31 PN: SM-A315GZWKZTO  Especificações:  Cor: Branco Tela: Tamanho da Tela: 6.4 polegadas Resolução Máxima: 1080x2400(FHD+) Tipo de Tela: Super AMOLED Sistema Operacional: Android 10 Processador: Octa-Core(2GHz) Armazenamento: 128GB Suporte ao Cartão de Memória : até 512GB Memória RAM: 4GB Rede/Bandas: Número de SIM: Dual-SIM Tipo de Chip (SIM Card): Nano-SIM (4FF) Tipo de Slot de SIM: Chip 1 + Chip 2 + MicroSD Conexões: 3G, 4G Câmera: Resolução - Câmeras Traseiras (Múltiplas): 48.0 MP + 8.0 MP + 5.0 MP + 5.0 MP Abertura - Número F das Câmeras Traseiras (Múltiplas): F2.0 , F2.2 , F2.4 , F2.4 Foco Automático (Câmera Traseira) Zoom - Câmera Traseira: Zoom Digital até 8x Resolução - Câmera Frontal: 20.0 MP Número F - Câmera Frontal: F2.2 Flash (Câmera Traseira) Resolução - Gravação de Vídeos: FHD (1920 x 1080) @30fps Conectividade: USB: USB tipo C 2.0 Bluetooth: 5.0 Wifi: 802.11 a/b/g/n/ac 2.4+5GHz Conector Fone de Ouvido: Conexão 3.5mm Estéreo (Padrão P2)  Bateria  Capacidade da Bateria (mAh, Typical): 5000 Conteúdo da embalagem 1 x Smartphone Samsung Galaxy A31 128GB Dual Chip 4G 6.4” Octa-Core Android 10 Branco 1 x Carregador 1 x Cabo USB 1 x Fone de ouvido 1 x Extrator de Chip 1 x Manual do usuário Observações: IMAGENS MERAMENTE ILUSTRATIVAS.  Dimensões do produto (AxLxP) Cm: 15,9 x 7,3 x 0,86  Peso Líquido (Kg): 0,185 Garantia: 12 MESES",512 GB,Sim,4,Não,,4G/LTE,Sim,20 - 9,Não,Não,Não,Mali-G52 MC2,,Abril,2020,,One UI 2,48 Mpx/8 Mpx/5 Mpx/5 Mpx,1,f 2.2,8x,,,Sim,,Sim,Sim,,,,60 Hz,"LED flash,Autofocus,Touch focus,EIS,Face detection,Smile detection,HDR",,820 MHz,Prism crush white,,,,,,,,,,,,,
0,Smartphone Samsung Galaxy A12 4gb/64gb Sm-a125m/ds Vermelho,https://produto.mercadolivre.com.br/MLB-1822686861-smartphone-samsung-galaxy-a12-4gb64gb-sm-a125mds-vermelho-_JM,Samsung,Galaxy A,A12,64 GB,4 GB,MicroSD,"6.5 """,HD+,720 px x 1600 px,PLS,Infinity-V Display,264 ppi,500 cd/m²,Sim,Sim,Sim,205 g,164 mm x 75.8 mm x 8.9 mm,USB-C,Sim,Sim,Sim,Sim,,,,Sim,Desbloqueado,Não,1,Nano-SIM,,Android,10,48 Mpx,1920 px x 1080 px,8 Mpx,f 2.0/f 2.2/f 2.4/f 2.4,,Não,5000 mAh,Polímero de lítio,,Não,34 h,Não,,Não,IP68,MediaTek MT6765 Helio P35,"4x1.8 GHz Cortex-A53,4x2.35 GHz Cortex-A53",8,2.35 GHz,Sim,Sim,,Não,Não,"O novo Galaxy A12 (2021) com tela de 6.5'', possui uma câmera principal quádrupla 48MP + 5MP + 2MP + 2MP e a frontal de 8MP, seu design super elegante se funde em total harmonia com seu poderoso desempenho. Bateria de 5.000 mAh. Tem uma carga rápida de 15W. Marca	Samsung Assistência Técnica	3 Meses de Assistência Técnica Dual SIM	Sim Slot Micro SD	Dedicado Tipo de SIM	Nano SIM Bandas 2G	850 - 900 - 1800 - 1900 Bandas 3G	2100, 850, 900 Bandas 4G Latinas	B2 (1900 Mhz), B28 (700 Mhz), B3 (1800 Mhz), B38 (2600 Mhz), B4 (1700-2100 Mhz), B7 (2600 Mhz) Otras Bandas 4G	20 (800 Mhz), 40 (2300 Mhz), 41 (2500 Mhz), B1 (2100 Mhz), B5 (850 Mhz), B8 (900 Mhz) Tecnologia de tela	PLS IPS Intervalo da tela	Maior ou similar a 5.5 Tamanho da tela	6.5"" Resolução	720 x 1600p Sistema Operativo	Android 10.0 Chipset	Mediatek MT6765 Helio P35 Processador CPU / Núcleos	(8) Octa-core Velocidade	2.35 GHz Procesador Gráfico	PowerVR GE8320 Câmera Traseira	Cuádruple 48Mp - 5Mp - 2Mp - 2Mp Flash LED	Sí Resolução de vídeo	1080p FHD Câmera frontal	8Mp Conectividade Sem Fio	BeiDou, Bluetooth v5.0, GALILEO , GLONASS, GPS, Wi-Fi 802.11 b/g/n Interfaz	USB 2.0 Type-C Leitores de acesso	Impressão Digital Bateria	Li-Ion 5000 mAh",1 TB,Sim,4,Não,,4G/LTE,Sim,20 - 9,,Não,,PowerVR GE8320,,Dezembro,2020,,One UI,48 Mpx/5 Mpx/2 Mpx/2 Mpx,1,f 2.2,10x,,,Sim,Não,,Sim,,,SM-A125M/DS,,Autoenfoque,,,,,,,,,,,,,,,,
0,Samsung Galaxy J6+ Red Novo,https://produto.mercadolivre.com.br/MLB-1868056463-samsung-galaxy-j6-red-novo-_JM,Samsung,Galaxy J,J6+,32 GB,3 GB,MicroSD,"6 """,Full HD+,720 px x 1480 px,TFT,,274 ppi,625 cd/m²,Sim,Sim,Sim,178 g,161.4 mm x 76.9 mm x 7.9 mm,USB-C,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Desbloqueado,Não,1,Nano-SIM,Não,Android,8.1 Oreo,13 Mpx,1920 px x 1080 px,8 Mpx,f 1.9/f 2.2,1920 px x 1080 px,Sim,3300 mAh,Íon de lítio,,Não,23 h,Não,Não,,,Snapdragon 425,4x1.4 GHz Cortex-A53,4,1.4 GHz,Sim,Sim,Sim,,Não,"Câmera dupla e mais detalhes Suas 2 câmeras traseiras de 13 Mpx/5 Mpx permitirão que você tire fotos mais detalhadas e obtenha efeitos únicos, como a famosa profundidade rasa do modo retrato de campo. Além disso, com a câmera frontal com flash, prepare-se para compartilhar selfies mais brilhantes em suas redes sociais. Mais para ver Com sua tela TFT de 6 "", desfrute de cores intensas e maior clareza em todo o seu conteúdo. Melhor desempenho Sua memória RAM de 3 GB permite que seu smartphone funcione sem problemas e sem demora ao executar várias tarefas, jogar jogos ou navegar. Desbloqueio facial e de impressão digital Máxima segurança para que apenas você possa acessar o sua equipe. Você pode escolher entre o sensor de impressão digital para ativar seu telefone com um toque, ou o reconhecimento facial que permite desbloquear até 30% mais rápido. Bateria o dia todo Sua bateria 3300 mAh se adapta ao seu estilo de vida e lhe garante energia durante um dia inteiro com uma única carga. O espaço que você precisa Com sua memória interna de 32 GB baixe seus aplicativos favoritos e salve todas as fotos e vídeos que desejar.",512 GB,Sim,2,Não,240 h,4G/LTE,,19.5 - 9,,,,Adreno 308,,Setembro,2018,14,,13 Mpx/5 Mpx,1,f 1.9,10x,,,Não,Sim,,,,,,,,,,,,,,,,,,,,,,,
0,Samsung Galaxy S5,https://produto.mercadolivre.com.br/MLB-767763114-samsung-galaxy-s5-_JM,Samsung,Galaxy S,S5,,,MicroSD,"5.1 """,,1080 px x 1920 px,Super AMOLED,,432 ppi,,Sim,Sim,,145 g,142 mm x 72.5 mm x 8.1 mm,,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,,Não,1,Micro-SIM,Não,Android,4.4.2 KitKat,16 Mpx,3840 px x 2160 px,2 Mpx,f 2.2,1920 px x 1080 px,Não,2800 mAh,Íon de lítio,,Sim,,Sim,Não,,,,,4,,Sim,Sim,Sim,,,"Vendo galaxy s5 original, o aparelho acompanha caixa, todos os acessorios, nota fiscal e capinha Valor anunciado e o minimo q aceito NAO CLIQUE EM COMPRAR",128 GB,Sim,1,Não,,4G/LTE,,,,Sim,,,,,2014,,,,1,f 2.4,4x,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Samsung Galaxy A5 2017 64gb Dourado Usado Seminovo Bom,https://produto.mercadolivre.com.br/MLB-1663140313-samsung-galaxy-a5-2017-64gb-dourado-usado-seminovo-bom-_JM,Samsung,Galaxy,A5 (2017) Duos,64 GB,3 GB,MicroSD,"5.2 """,,1920x1080,Super AMOLED,,424 ppi,500 cd/m²,Sim,Sim,,159 g,146.1 mm x 71.4 mm x 7.9 mm,USB-C,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Desbloqueado,Sim,2,Nano-SIM,Não,Android,6.0.1 Marshmallow,16 Mpx,1920 px x 1080 px,16 Mpx,f 1.9,1920 px x 1080 px,Não,3000 mAh,Íon de lítio,Não,Não,16 h,Não,Sim,Não,IP68,Exynos 7880,8x1.9 GHz Cortex-A53,8,1.9 GHz,Sim,Sim,Sim,Não,Não,"Samsung Galaxy A5 2017 64gb Dourado Usado Seminovo Bom com garantia de 90 dias. Condição do aparelho: Bom Atenção: Produtos classificados como “Bom” apresentam diversos sinais de uso mais nítidos, como arranhões, riscos e amassados. Garantia Todos os aparelhos seminovos que comercializamos foram criteriosamente revisados e testados por nossa equipe de técnicos especializados. Oferecemos 90 dias de garantia para problemas técnicos - Produto original e com nota fiscal. - Aparelho desbloqueado para todas as operadoras - Produto resetado no padrão de fábrica. - Todos os aparelhos são homologados pela Anatel (o IMEI foi verificado e garantimos a originalidade e procedência legal). - A tela do aparelho não está trincada ou rachada - Por serem seminovos, os aparelhos não são resistentes a água. - O aparelho apresenta pequenos riscos na tela, amassados na lateral e sinais de uso mais nítidos. - O aparelho NÃO acompanha nenhum acessório, tais quais: Carregador, Fone de Ouvido, entre outros. Conteúdo da embalagem: - 1 Samsung Galaxy A5 2017 64gb Dourado Usado Seminovo Bom - Nota fiscal - Manual do usuário QUEM SOMOS Trocafone Compramos e vendemos celulares e tablets seminovos. Nascemos de uma necessidade real das pessoas e nosso objetivo é propagar uma cultura que preze pelo padrão de consumo sustentável e por uma forma de viver mais consciente, além de permitir que, a cada dia, um número maior de pessoas possa ter acesso à tecnologia. Confira nosso catálogo de produtos no link abaixo: https://www.mercadolivre.com.br/perfil/TROCAFONECOMERCIALIZACAO",256 GB,Sim,,Não,,4G/LTE,Sim,,,Sim,,,,,,,,,,,,,,Sim,,,,,,,,,,,,,,,,,,,,,,,,
0,Gran Prime,https://produto.mercadolivre.com.br/MLB-911247840-gran-prime-_JM,Samsung,Galaxy Grand,Grand Prime,,,MicroSD,"5 """,,540 px x 960 px,TFT,,220 ppi,,Sim,Não,Não,156 g,144.8 mm x 72.1 mm x 8.6 mm,,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,,Não,1,Micro-SIM,Não,Android,4.4.4 KitKat,8 Mpx,1920 px x 1080 px,5 Mpx,f 2.4,1920 px x 1080 px,Não,2600 mAh,Íon de lítio,,Sim,17 h,Não,Não,,,Snapdragon 410,4x1.2 GHz Cortex-A53,4,1.2 GHz,Sim,Sim,Não,,,O vendedor não inseriu a descrição do produto,64 GB,Sim,1,Não,,4G/LTE,,,,Não,,Adreno 306,,,2014,,,,1,f 2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Smartphone Samsung Galaxy A5 2016 16gb A510 (usado),https://produto.mercadolivre.com.br/MLB-913101832-smartphone-samsung-galaxy-a5-2016-16gb-a510-usado-_JM,Samsung,Galaxy A,A5 (2016),16 GB,2 GB,MicroSD,5.2 polegadas,HD+,1080 px x 1920 px,Super AMOLED,,424 ppi,,Sim,Sim,,155 g,144 mm x 71 mm x 7 mm,Micro USB,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,,Não,1,Nano-SIM,Não,Android,5.1 Lollipop,13 Mpx,1920 px x 1080 px,5 Mpx,f 1.9,1920 px x 1080 px,Não,2900 mAh,,Não,Não,16 h,Não,Não,Não,,Exynos 7580,8x1.6 GHz Cortex-A53,8,1.6 GHz,Sim,Sim,Não,Não,Não,"Tela Tipo de Tela Super AMOLED Tamanho da Tela 5,2 Polegadas Resolução da Tela Full HD Processador, Memória RAM e Armazenamento Sistema operacional Android 5.1 (Lollipop) Núcleo de Processador Octa-Core Velocidade do Processador 1,60 GHz Memória Ram 2 GB Memória Interna 16GB Memória Expansível até 128 GB Conectividade e Recursos Acesso à Internet 3G 4G Wi-Fi Conectividade Bluetooth NFC Recursos e Funções Acelerômetro Leitor Biométrico Diferenciais desse produto Tela Resistente à Arranhões Câmera Câmera Frontal Sim Resolução da Câmera Frontal 5,0 MP Resolução da Câmera Traseira 13,0 MP Filma em(Câmera Traseira) Full HD Bateria Capacidade da Bateria 2.900mAh Dimensões Altura 14,4 cm Largura 7,1 cm Profundidade 0,7 cm Peso 155 g",128 GB,Sim,1,Não,,4G/LTE,Sim,,,Não,,Mali-T720 MP2,,,2015,,,,1,f 1.9,,,,Sim,Sim,,Sim,,,,,,,,,,,,,,,,,,,,,
0,Celular Samsung A5 2016 ,https://produto.mercadolivre.com.br/MLB-918677027-celular-samsung-a5-2016-_JM,Samsung,Galaxy A,A5 (2016),,,MicroSD,"5.2 """,,1080 px x 1920 px,Super AMOLED,,424 ppi,,Sim,Sim,,155 g,144.8 mm x 71 mm x 7.3 mm,,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,,Não,1,Nano-SIM,Não,Android,5.1.1 Lollipop,13 Mpx,1920 px x 1080 px,5 Mpx,f 1.9,1920 px x 1080 px,Não,2900 mAh,Íon de lítio,Não,Não,16 h,Não,Não,,,Exynos 7580,8x1.6 GHz Cortex-A53,8,1.6 GHz,Sim,Sim,Não,,Não,O vendedor não inseriu a descrição do produto,128 GB,Sim,1,Não,,4G/LTE,Sim,,,Não,,Mali-T720 MP2,,,2015,,,,1,f 1.9,,,,Sim,Sim,,Sim,,,,,,,,,,,,,,,,,,,,,
0,Celular Samsung S9 Plus,https://produto.mercadolivre.com.br/MLB-1090509174-celular-samsung-s9-plus-_JM,Samsung,Galaxy S,S9+,,,MicroSD,"6.2 """,HD+,1440 px x 2960 px,Super AMOLED,,531 ppi,,Sim,Sim,,189 g,158.1 mm x 73.8 mm x 8.5 mm,USB-C,Sim,Sim,Sim,Sim,Não,,Não,Sim,,Não,1,Nano-SIM,Não,Android,8.0 Oreo,12 Mpx,3840 px x 2160 px,8 Mpx,f 1.5-2.4/f 2.4,2560 px x 1440 px,Não,3500 mAh,Íon de lítio,Sim,Não,,Sim,,Sim,IP68,,,8,,Sim,Sim,Sim,Sim,Sim,"Celular Samsung S9 Plus, com apenas um mês de uso, acompanha todos os acessórios originais. Venda por motivos particulares. Para vender hoje",400 GB,Sim,2,Não,,4G/LTE,Sim,,Sim,Sim,,,,,2018,,,12 Mpx/12 Mpx,1,f 1.7,,,,Sim,Sim,Sim,Sim,,,,,,2x,,,,,,,,,,,,,,,
0,Samsung J8,https://produto.mercadolivre.com.br/MLB-1227969223-samsung-j8-_JM,Samsung,SMJ810,J8 Duos,64 GB,4 GB,MicroSD,"6 """,,720 px x 1480 px,Super AMOLED,,274 ppi,,Sim,Sim,,177 g,159.2 mm x 75.7 mm x 8.2 mm,Micro USB,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Desbloqueado,Sim,2,Nano-SIM,Não,Android,8.0 Oreo,16 Mpx,1920 px x 1080 px,16 Mpx,f 1.7/f 1.9,1920 px x 1080 px,Sim,3500 mAh,Íon de lítio,,Não,23 h,,Não,,IP68,Snapdragon 450,8x1.8 GHz Cortex-A53,8,1.8 GHz,Sim,Sim,Não,,,sem marcar de uso valor negociavel 05 meses sem nota fiscal cor: violeta,256 GB,Sim,2,Não,,4G/LTE,Sim,,,,,Adreno 506,,,2018,,,16 Mpx/5 Mpx,1,f 1.9,,,,Sim,Não,,,,,,,,,600 MHz,Violeta,,,,,,,,,,,,,
0,Celular Samsung J5 Prime ,https://produto.mercadolivre.com.br/MLB-1561513731-celular-samsung-j5-prime-_JM,Samsung,Galaxy J,J5 Prime Duos,32 GB,3 GB,MicroSD,"5 """,,720 px x 1280 px,TFT,,294 ppi,,Sim,Sim,Não,143 g,142.8 mm x 69.5 mm x 8.1 mm,,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Desbloqueado,Sim,2,Nano-SIM,Não,Android,6.0.1 Marshmallow,13 Mpx,1920 px x 1080 px,,f 1.9,1920 px x 1080 px,Não,,Íon de lítio,Não,Não,,Não,Não,Não,,,,,,Sim,Sim,Não,,Não,Com marcas de uso mais está ok,256 GB,Sim,1,Não,,4G/LTE,,,,,,,,,2016,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Samsung Galaxy E7 Duos-perfeito+memória Extra ,https://produto.mercadolivre.com.br/MLB-1816487032-samsung-galaxy-e7-duos-perfeitomemoria-extra-_JM,Samsung,Galaxy,SGH-E700,16 GB,16 GB,,,,,,,,,,,,,,,,,,,,,,Sim,Desbloqueado,Sim,,,,Android,,,,,,,,,,Não,,,,,,,,,,,,,,,Não,Celular Galaxy E7 DUOS em perfeito estado + memória 2 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Celular Samsung Acompanha Carregador E Fone J5,https://produto.mercadolivre.com.br/MLB-1719852676-celular-samsung-acompanha-carregador-e-fone-j5-_JM,Samsung,Galaxy J,J5,16 GB,1.5 GB,MicroSD,"5 """,,720 px x 1280 px,Super AMOLED,,294 ppi,500 cd/m²,Sim,Não,Não,146 g,142.1 mm x 71.8 mm x 7.9 mm,Micro USB,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Desbloqueado,Não,1,Micro-SIM,Não,Android,5.1 Lollipop,13 Mpx,1920 px x 1080 px,5 Mpx,f 1.9,1920 px x 1080 px,Sim,2600 mAh,Íon de lítio,Não,Sim,18 h,Não,Não,Não,IP67,Snapdragon 410,4x1.2 GHz Cortex-A53,4,1.2 GHz,Sim,Sim,Não,Não,Não,"Celular em perfeito estado, detalhes de uso tudo funcionando só acompanha carregador e fone,imei limpo",128 GB,Sim,1,Não,,4G/LTE,Sim,,,,,Adreno 306,,,2015,,,,1,f 2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Samsung Galaxy J7 Dual  + Brindes,https://produto.mercadolivre.com.br/MLB-1739520644-samsung-galaxy-j7-dual-brindes-_JM,Samsung,Galaxy J,J7 Duos,16 GB,1.5 GB,MicroSD,"5.5 """,Full HD+,720 px x 1280 px,Super AMOLED,Dot Drop Display,267 ppi,500 cd/m²,Não,Não,Não,171 g,152.4 mm x 78.6 mm x 7.5 mm,Micro USB,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Desbloqueado,Sim,1,Micro-SIM,Não,Android,5.1 Lollipop,13 Mpx,1920 px x 1080 px,5 Mpx,f 1.9,,Sim,3000 mAh,Íon de lítio,Não,Sim,18 h,Não,Não,Não,IP67,Exynos 7580,8x1.5 GHz Cortex-A53,8,1.5 GHz,Sim,Sim,Não,Não,Não,"• BRINDES: 01 bateria SANSUNG ORIGINAL NOVA + 03 películas de vidro NOVAS + 01 capinha transparente + 01 fone de ouvido + 01 suporte ""sapatinho"". ° ACESSÓRIOS: 01 carregador ORIGINAL SAMSUNG + 01 Cabo USB ORIGINAL SANSUNG . TUDO FUNCIONANDO! O aparelho, em excelente estado de conservação, está com a tela original SEM TRINCADOS ou falhas. A tampa traseira é ORIGINAL, inteira, com arranhões quase imperceptíveis. Possui apenas pequenas marcas de desgaste de uso nas laterais.",128 GB,Sim,,Não,,4G/LTE,,,,,,,,,,14,,,,,,,,,,,,,Não,SM-J700M,,,,,,,,,,,,,,,,,,
0,Samsung Galaxy A8 (2018) Dual Sim 64 Gb Preto 4 Gb Ram,https://produto.mercadolivre.com.br/MLB-1788160028-samsung-galaxy-a8-2018-dual-sim-64-gb-preto-4-gb-ram-_JM,Samsung,Galaxy A,A8 (2018) Duos,64 GB,4 GB,MicroSD,"5.6 """,Full HD+,1080 px x 2220 px,Super AMOLED,Dot Drop Display,441 ppi,,Sim,Sim,Sim,172 g,149.2 mm x 70.6 mm x 8.4 mm,USB-C,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Desbloqueado,Sim,2,Nano-SIM,Não,Android,7.1.1 Nougat,16 Mpx,1920 px x 1080 px,16 Mpx,f 1.7,1920 px x 1080 px,Não,3000 mAh,Íon de lítio,Não,Não,19 h,Sim,Não,Sim,IP68,Exynos 7885,"2x2.2 GHz Cortex-A73,6x1.6 GHz Cortex-A53",8,2.2 GHz,Sim,Sim,Sim,,,"O celular está funcionando perfeitamente, sem nenhum tipo de problema! Ele apresenta marcas de uso, de leve. Está trincado na parte superior direita da tela mas não interfere na parte visual.",512 GB,Sim,1,Não,,4G/LTE,Sim,,,Sim,Não,Mali-G71 MP2,,,2017,,,,2,f 1.9/f 1.9,,,,Sim,Sim,,,,,,,,,,,,,,16 Mpx/8 Mpx,,,,,,,,,
0,Smartphone Samsung Galaxy A01 ,https://produto.mercadolivre.com.br/MLB-1788626852-smartphone-samsung-galaxy-a01-_JM,Samsung,Galaxy A,A01,32 GB,2 GB,MicroSD,"5.7 """,HD+,720 px x 1520 px,PLS,Infinity-V Display,301 ppi,500 cd/m²,Sim,,Sim,149 g,146.2 mm x 70.9 mm x 8.3 mm,Micro USB,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Desbloqueado,Não,1,Nano-SIM,Não,Android,10,13 Mpx,1920 px x 1080 px,5 Mpx,f 2.2/f 2.4,1280 px x 720 px,Não,3000 mAh,Íon de lítio,Não,Não,,Não,Não,Não,IP67,Snapdragon 439,"4x2 GHz Cortex-A53,4x1.45 GHz Cortex-A53",8,2 GHz,Sim,Sim,Não,Não,Não,"Ta semi novo  Sem defeito, ainda na garantia até outubro de 2021  Completo, vai com tudo.  Galaxy A01, carregador, fones de ouvido, manual, nota fiscal, caixa, cartão dememoria sd 8gb original .ja vem com película e capinha de proteção",512 GB,Sim,2,Não,,4G/LTE,Sim,19 - 9,,Não,,Adreno 505,,Fevereiro,2020,,One UI 2,13 Mpx/2 Mpx,1,f 2.2,8x,,,Sim,Não,,,MIUI 12,,,60 Hz,"LED flash,Autofocus,Touch focus,EIS,Face detection,Smile detection,HDR",,650 MHz,,,,,,,,,,,,,,
