,titulo,link,Marca,Linha,Modelo,Memória interna,Memória RAM,Tipos de cartão de memória,Tamanho da tela,Tipo de resolução da tela,Resolução da tela,Tecnologia da tela,Tipo de tela,Pixels por polegada,Brilho máximo da tela,Com tela tátil,Com leitor de impressão digital,Com reconhecimento facial,Peso,Altura x Largura x Profundidade,Tipo de conector de carregamento,Com conector USB,Com Wi-Fi,Com GPS,Com Bluetooth,Com mini HDMI,Com radio,Com sintonizador de TV,Com IMEI,Operadora,É Dual SIM,Quantidade de ranhuras para cartão SIM,Tamanhos de cartão SIM compatíveis,Com eSIM,Nome do sistema operacional,Versão original do sistema operacional,Resolução da câmera traseira principal,Resolução de vídeo da câmera traseira,Resolução da câmera frontal principal,Abertura do diafragma da câmera traseira,Resolução de vídeo da câmera frontal,Com flash na câmara frontal,Capacidade da bateria,Tipo de bateria,Com carregamento sem fio,Com bateria removível,Autonomia de conversação,É resistente a salpicos,É à prova d'água,É resistente ao pó,Classificação IP,Modelo do processador,Modelos de CPU,Quantidade de núcleos do processador,Velocidade do processador,Com acelerômetro,Com sensor de proximidade,Com giroscópio,Com barômetro,Com sensor de frequência cardíaca,descricao,Capacidade máxima do cartão de memória,Com câmera,Quantidade de câmeras traseiras,Com teclado QWERTY físico,Autonomia em standby,Rede,Com ranhura para cartão de memória,Proporção da tela,Com reconhecimento de íris,É resistente à água,É resistente a quedas,Modelo de GPU,Quantidade de eSIMs,Mês de lançamento,Ano de lançamento,Última versão compatível do sistema operacional,Camada original de personalização do sistema operacional,Resolução das câmeras traseiras,Quantidade de câmeras frontais,Abertura do diafragma da câmera frontal,Zoom digital,Zoom híbrido,Com reconhecimento de mão,Com jack 3.5,Com NFC,Com bússola,Com carregamento rápido,Última camada compatível de personalização do sistema operacional,Inclui lápis,Versão,Taxa de atualização da tela,Características principais das câmeras,Zoom óptico,Velocidade do GPU,Cor,Edição do sistema operacional,Modelo detalhado,Origem,Resolução das câmeras frontais,É kit,Com tela dobrável,Tipos de câmeras traseiras,Altura x Largura,Profundidade,Pixels por polegada da tela dobrada,Pixels por polegada da tela secundária,Brilho máximo da tela secundária,Tipos de câmeras frontais
0,Samsung J7 Prime 32gb Gold,https://produto.mercadolivre.com.br/MLB-1045982715-samsung-j7-prime-32gb-gold-_JM,Samsung,Galaxy J,J7 Prime,32 GB,256 GB,MicroSD,"5.5 """,,1080 px x 1920 px,PLS,,401 ppi,,Sim,Sim,,167 g,151.7 mm x 75 mm x 8 mm,,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Desbloqueado,Não,1,Nano-SIM,Não,Android,6.0.1 Marshmallow,32 Mpx,1920 px x 1080 px,8 Mpx,f 1.9,1920 px x 1080 px,Sim,3300 mAh,Íon de lítio,,Não,21 h,,Não,,,Exynos 7870,8x1.6 GHz Cortex-A53,8,1.6 GHz,Sim,Sim,Não,,,"J7 prime 32gb , poucas marcas de uso.",256 GB,Sim,,Não,,4G/LTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Samsung Galaxy A3 2017 Duos 128gb Sm-a320f Celular Dual Chip,https://produto.mercadolivre.com.br/MLB-1860169585-samsung-galaxy-a3-2017-duos-128gb-sm-a320f-celular-dual-chip-_JM,Samsung,Galaxy A,A3 (2017) Duos,16 GB,2 GB,MicroSD,"5 """,,1280 px x 720 px,Super AMOLED,Dot Drop Display,312 ppi,500 cd/m²,Sim,Sim,Não,138 g,135 mm x 66 mm x 8 mm,,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Desbloqueado,Sim,2,Nano-SIM,Não,Android,6.0 Marshmallow,13 Mpx,1920 x 1080 pixel,8 Mpx,f 1.9,,,2350 mAh,Íon de lítio,Não,Não,12 h,Não,Não,,IP68,ARM Cortex A53 Octa-Core,8x1.6GHz Cortex A53,8,16 GHz,Sim,Sim,Sim,Não,Não,"Samsung Galaxy A3 2017 Duos 128gb SM-A320F/DS Com cartão microSD 128gb / Dual Chip / Gorilla Glass ! EM PERFEITO ESTADO E COM BATERIA BOA ! A COMPRA INCLUI O CONTEÚDO COMPLETO: - Samsung A3 2017 Duos - Caixa/Box original - Cartão MicroSD 128 GB  - Capa preto ""Skudo"" - Carregador original (US) - Carregador BTC  - Cabo USB-C (NOVO) - Fones de ouvido original - Adaptador USB-C USB-Micro - Manual de instruções O Samsung Galaxy A3 2017 Duos SM-A320F/DS é um ótimo celular Android com processador Octa-Core que tambem possibilita rodar jogos e aplicativos pesados. O A3 é um smartfone com formato agradável e sim, o A3 cabe ainda no bolso :-) Uma vantagem do Samsung Galaxy A3 2017 Duos SM-A320F/DS é a possibilidade de utilizar duas operadoras de telefonia, um aparelho Dual-Chip com entrada para dois cartões SIM. Ótima conectividade deste aparelho que inclui Bluetooth Versão 4.2 com A2DP, WiFi 802.11 a/b/g/n/ac + MIMO e NFC que permite efetuar pagamentos e conexão com outros aparelhos. ESPECIFICAÇÕES: Samsung Galaxy A3 2017 Duos SM-A320F/DS Lançamento / Disponibilidade: 2017 Dimensões (largura x altura): 66,2 x 135,4 x 7,9 milímetros / Peso 138 gramas Proteção contra água: SIM, prova d'água IP68 Sistema operacional: Android 6.x/7.x/ ou 8.x Nougat Arquitetura - Chipset: 64bits - Samsung Exynos7 Octa 7870 (14nm) CPU Processador / Núcleos: 1.6Ghz Octa-Core ARM Cortex-A53 GPU Placa Gráfica: ARM Mali-T830 Memória RAM: 2GB LPDDR3 / Interna 16GB (10GB acessível pelo usuário) Memória Externa: expansível até 256GB com microSD, microSDHC, microSDXC (híbrido, usa o mesmo slot do cartão SIM-2) Tipo da tela: Super AMOLED / 4.7"" polegadas / 720 x 1280 pixels com 312 PPI  Cores: 16 milhões Tela resistente a riscos: Gorilla Glass 3 Dual Chip: Dual SIM nano Standby - Chamada ativa em uma das linhas (híbrido, usa o mesmo slot do cartão microSD) Frequência GSM Mhz: 850/900/1800/1900/2100/2600/2G/GSM/3G/UMTS/4G/LTE Rede de dados móveis: GPRS, EDGE, UMTS, HSDPA, HSUPA, HSPA+, TD-LTE, LTE, LTE-A Rede de dados móveis: SIM2, GPRS, EDGE Velocidade máxima: download 300 Mbps / upload 50 Mbps Mensagens: SMS (T9), MMS, E-mail, Push mail / Viva voz / Video chamada Câmera principal: 13 megapixels Resolução câmera principal: 4128 x 3096 pixels Vídeo câmera principal: Full HD (1920 x 1080 pixels) / F 1.9 (aperture) Flash: Flash LED Estabilização de imagem EIS: Estabilização digital Zoom: Zoom digital Face/smile detection: Detecção facial, Detecção de sorriso HDR: HDR foto na câm. principal Câmera frontal: 8 megapixels / 3264 x 2448 pixels Gravação de vídeo câmera frontal: HD (1280 x 720 pixels) / F 1.9 (aperture) Rádio: SIM, FM Formatos de vídeo: MP4, H.265, H.264, H.263, WMV Formatos de áudio: MP3, WAV, WMA, eAAC+, FLAC USB: USB 2.0 Type-C conector reversível Saída para áudio: Plug 3.5mm P2 Bluetooth: Versão 4.2 com A2DP WiFi: 802.11 a/b/g/n/ac + MIMO NFC: SIM, Suporta GPS: A-GPS, GeoTagging, GLONASS IrDA infravermelho: Não suporta Redutor de ruído: Suporta Vibração: Suporta Toques / ringtones: Polifônicos e personalizados Navegador web: HTML, XHTML, HTML5 Sensores: Acelerômetro/Proximidade/Bússola/Luminosidade Giroscópio/Barômetro/Biométrico (impressão digital) Tipo da bateria: Íons de Lítio / 2350 mAh SAR Brasil, União Européia: 0,349 W/Kg (cabeça) | 1,38 W/Kg (corpo) CONTEÚDO COMPLETO / A COMPRA INCLUI: - Samsung A3 2017 Duos - Caixa/Box original - Cartão MicroSD 128 GB  - Capa preto ""Skudo"" - Carregador original (US) - Carregador BTC  - Cabo USB-C (NOVO) - Fones de ouvido original - Adaptador USB-C USB-Micro - Manual de instruções",256 GB,Sim,1,Não,,4G/LTE/UMTS/HSPA/GPRS,Sim,,,Não,,ARM Mali-T830,,,2017,8.0 Oreo,,,1,f 1.9,,,,Sim,Sim,,,,,,,,,,,,,,,,,,,,,,,
0,Celular Samsung A31 ,https://produto.mercadolivre.com.br/MLB-1680988749-celular-samsung-a31-_JM,Samsung,Galaxy A,A31 Duos,128 GB,4 GB,MicroSD,"6.4 """,Full HD+,1080 px x 2400 px,Super AMOLED,Infinity-U Display,411 ppi,,Sim,Sim,Sim,185 g,159.3 mm x 73.1 mm x 8.6 mm,USB-C,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Desbloqueado,Sim,2,Nano-SIM,Não,Android,10,48 Mpx,1920 px x 1080 px,20 Mpx,f 2.0/f 2.2/f 2.4/f 2.4,1920 px x 1080 px,Não,5000 mAh,Polímero de lítio,Não,Não,33 h,Não,Não,Não,IP68,MediaTek MT6768 Helio P65,"2x2 GHz Cortex-A75,6x1.7 GHz Cortex-A55",8,2 GHz,Sim,Sim,Sim,Não,Não,"Concentre-se no importante O sistema operacional inovador Android 10 incorpora respostas inteligentes e ações sugeridas para todos os seus aplicativos. Além disso, inclui a função de Bem-Estar Digital e o Tema Escuro, para que você evite distrações e alcance maior concentração. Maior desempenho Sua memória RAM de 4 GB, lhe permitirá executar vários aplicativos ao mesmo tempo, jogar e navegar rapidamente e sem inconvenientes. Experiência visual incrível Assista às suas séries e filmes favoritos com a melhor definição por meio de sua tela de Super AMOLED de 6.4"". Desfrute de cores brilhantes e detalhes precisos em todo o seu conteúdo. Grande capacidade de armazenamento Com sua memória interna de 128 GB, você poderá armazenar arquivos e aplicativos grandes sem carregá-los na nuvem. Desfrute do seu conteúdo favorito em todos os momentos. Bateria superior Desligue-se! Com a super bateria 5000 mAh, você terá muita mais energia para jogar, assistir séries ou trabalhar sem necessidade de recarregar seu telefone. Fotografia profissional no seu bolso Descubra infinitas possibilidades para as suas fotos com as 4 câmeras principais de sua equipe. Graças à câmera telefoto, você poderá capturar detalhes quase imperceptíveis; com a grande angular, você tirará fotos nítidas; e o ultra grande angular lhe permitirá obter imagens panorâmicas excepcionais. Você ama os fundos borrados? Irá obtê-los com o famoso modo retrato da quarta câmera.  Além disso, o dispositivo tem uma câmera frontal de 20 Mpx para que possa tirar-se selfies divertidas ou fazer videochamadas. Tecnologia premium Maximize a sua segurança e certifique-se de que só você possa desbloquear o seu telefone. Graças ao sensor de impressões digitais, você pode ativar seu dispositivo com apenas um toque. Além disso, possui reconhecimento facial que é ativado rapidamente quando você coloca a tela na frente do seu rosto. Não mim venha com fraldes que aqui não cola",512 GB,Sim,4,Não,,4G/LTE,Sim,20 - 9,Não,Não,Não,Mali-G52 MC2,,Abril,2020,,One UI 2,48 Mpx/8 Mpx/5 Mpx/5 Mpx,1,f 2.2,8x,,,Sim,Sim,Sim,Sim,,,,60 Hz,"LED flash,Autofocus,Touch focus,EIS,Face detection,Smile detection,HDR",,820 MHz,,,,,,,,,,,,,,
0,Smartphone Top Samsung Galaxy Note 9 Cinza,https://produto.mercadolivre.com.br/MLB-1740166262-smartphone-top-samsung-galaxy-note-9-cinza-_JM,Samsung,Galaxy Note,Note9,128 GB,6 GB,MicroSD,"6.4 """,Full HD+,1440 px x 2960 px,Super AMOLED,,516 ppi,625 cd/m²,Sim,Sim,Sim,201 g,161.9 mm x 76.4 mm x 8.8 mm,USB-C,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Desbloqueado,Não,1,Nano-SIM,Não,Android,8.1 Oreo,12 Mpx,3840 px x 2160 px,8 Mpx,f 1.5-2.4/f 2.4,2560 px x 1440 px,Não,4000 mAh,Íon de lítio,Sim,Não,,Sim,Não,Sim,IP68,Snapdragon 845,"4x2.8 GHz Kryo 385 Gold,4x1.7 GHz Kryo 385 Silver",8,2.8 GHz,Sim,Sim,Sim,Sim,Não,Smartphone Top Samsung Galaxy Note 9 Cinza acompanha os acessorios da foto,512 GB,Sim,2,Não,240 h,4G/LTE,Não,19.5 - 9,,Sim,,Adreno 630,,,2018,14,,12 Mpx/12 Mpx,1,f 1.7,10x,,,Não,Sim,,,,Sim,,,,2x,,,,,,,,,,,,,,,
0,Samsung Galaxy A01 Dual Sim 32 Gb Preto 2 Gb Ram Barato ,https://produto.mercadolivre.com.br/MLB-1861771361-samsung-galaxy-a01-dual-sim-32-gb-preto-2-gb-ram-barato-_JM,Samsung,Galaxy A,A01 Duos,32 GB,2 GB,MicroSD,"5.7 """,HD+,720 px x 1520 px,PLS,Infinity-V Display,301 ppi,,Sim,,Sim,149 g,146.2 mm x 70.9 mm x 8.3 mm,Micro USB,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Desbloqueado,Sim,2,Nano-SIM,Não,Android,10,13 Mpx,1920 px x 1080 px,5 Mpx,f 2.2/f 2.4,1280 px x 720 px,Não,3000 mAh,Íon de lítio,Não,Não,,Não,Não,Não,IP67,Snapdragon 439,"4x2 GHz Cortex-A53,4x1.45 GHz Cortex-A53",8,2 GHz,Sim,Sim,Não,Não,Não,"Pensado para você O Samsung A01 Duos possui o novo sistema operacional Android 10 que incorpora respostas inteligentes e ações sugeridas para todos os seus aplicativos. Entre as suas várias funcionalidades irá encontrar o tema escuro, a navegação por gestos e o modo livre de distração, para que você possa completar as suas tarefas enquanto desfruta ao máximo do seu dispositivo. Câmera dupla e mais detalhes Suas 2 câmeras traseiras de 13 Mpx/2 Mpx permitirão que você tire fotos mais detalhadas e obtenha efeitos únicos, como a famosa profundidade rasa do modo retrato de campo. Além disso, o dispositivo possui uma câmera frontal de 5 Mpx para que você possa tirar selfies divertidas ou fazer videochamadas. Mais para ver Com sua tela PLS de 5.7 "", desfrute de cores intensas e maior clareza em todo o seu conteúdo. Reconhecimento facial para maior segurança Aproxime o dispositivo do seu rosto para desbloqueá-lo instantaneamente. Sua tecnologia precisa de reconhecimento facial garante acesso rápido e seguro ao dispositivo.  Bateria o dia todo Sua bateria 3000 mAh se adapta ao seu estilo de vida e lhe garante energia durante um dia inteiro com uma única carga. O espaço que você precisa Com sua memória interna de 32 GB baixe seus aplicativos favoritos e salve todas as fotos e vídeos que desejar.",512 GB,Sim,2,Não,,4G/LTE,Sim,19 - 9,,Não,,Adreno 505,,Fevereiro,2020,,One UI 2,13 Mpx/2 Mpx,1,f 2.2,8x,,,Sim,Não,,,MIUI 12,,,60 Hz,"LED flash,Autofocus,Touch focus,EIS,Face detection,Smile detection,HDR",,650 MHz,,,,,,,,,,,,,,
0,Smartphone Samsung Galaxy Xcover Pro 64gb Sm-g715u1 - Preto,https://produto.mercadolivre.com.br/MLB-1829718886-smartphone-samsung-galaxy-xcover-pro-64gb-sm-g715u1-preto-_JM,Samsung,Galaxy,Samsung,64 GB,4 GB,MicroSD,"6.3 """,Full HD+,1080 px x 2340 px,TFT,,409 ppi,,Sim,Sim,Sim,,159.9 mm x 8 cm x 9.9 mm,USB-C,Sim,Sim,Sim,Sim,,Sim,Não,Sim,Desbloqueado,Sim,2,Nano-SIM,,Android,10,25 Mpx,1920 px x 1080 px,13 Mpx,f 1.7/f 2.2,1920 px x 1080 px,Não,4050 mAh,Polímero de lítio,,Sim,,Sim,,Sim,IP68,Exynos 9611,"4x1.7 GHz Cortex-A53,4x2.3 GHz Cortex-A73",8,2.3 GHz,Sim,Sim,Sim,,,"Especificações   Smartphone Samsung Galaxy XCover Pro 64GB SM-G715U1 - Preto Esse produto da Samsung é tudo que você pediu de um celular! Realize fotos a qualquer hora, pois o XCover Pro conta com um conjunto de duas câmeras na parte de trás do aparelho, permitindo cliques perfeitos e sem grande esforço. A câmera frontal de 13MP traz tecnologia para que suas selfies sejam nítidas e com o máximo de criatividade. Seu processador é Octa-Core e em conjunto dos 4GB de memória RAM melhoram sua experiência de uso devido a sua combinação poderosa de hardware e software. Com 64GB de armazenamento interno, ele é perfeito para guardar todas suas fotos, músicas ou vídeos. Se achar pouco ainda, você pode usar um cartão MicroSD de até 512GB para expandir essa capacidade. Sua tela de 6,3"" com resolução FHD+ entregam um display grande e imersivo ao assistir seus filmes e suas séries favoritas com o máximo de qualidade. Permaneça sempre conectado nas redes sociais com a tecnologia 4G em seu aparelho! Tenha bateria para o dia todo, já que estamos falando de 4050mAh. A cor preta é épica e destaca o design premium do smartphone, garantindo maior elegância em suas mãos. Oferece certificação MIL-STD-810G e IP68 para uma proteção mais robusta do dispositivo. Características: EAN: 7892509116442 Marca: Samsung Modelo: SM-G715UI Cor: Preto Processador: 4x 2.3 GHz Cortex-A73 + 4x 1.7 GHz Cortex-A53 Memória: Ram: 4GB Memória de Armazenamento: 64GB Tela: 6.3"" Full HD Câmera Traseira: 25MP + 8MP Câmera Frontal: 13MP Dimensões da Embalagem:   Altura: 5cm Largura: 8cm Profundidade: 17cm Peso: 0,370Kg Garantia: 3 Meses Descrição Esse produto da Samsung é tudo que você pediu de um celular! Realize fotos a qualquer hora, pois o XCover Pro conta com um conjunto de duas câmeras na parte de trás do aparelho, permitindo cliques perfeitos e sem grande esforço.",512 GB,Sim,2,Não,,4G/LTE,Sim,19.5 - 9,,Sim,Sim,Mali-G72 MP3,,,2020,,One UI 2.0,25 Mpx/8 Mpx,1,f 2.0,4x,,,Sim,Sim,Sim,Sim,,,SM-G715U1,,Auto Focus,,,Preto,Android One,,,,,,,,,,,,
0,Smartphone Samsung Galaxy A02s 3gb/32gb Sm-a025m/ds Vermelho,https://produto.mercadolivre.com.br/MLB-1835757031-smartphone-samsung-galaxy-a02s-3gb32gb-sm-a025mds-vermelho-_JM,Samsung,Galaxy,Samsung,32 GB,3 GB,MicroSD,"6.5 """,HD+,720 px x 1560 px,PLS,Infinity-V Display,270 ppi,,Sim,,,198 g,166.5 mm x 9 cm x 9.2 mm,USB-C,Sim,Sim,Sim,Sim,,,Não,Sim,Desbloqueado,Sim,2,Nano-SIM,,Android,10,13 Mpx,1920 px x 1080 px,5 Mpx,f 2.2/f 2.4/f 2.4,,Não,5000 mAh,Polímero de lítio,Não,Não,,,,Não,,Snapdragon 450,8x1.8 GHz Cortex-A53,8,1.8 GHz,Sim,Sim,,,Não,"Especificações Smartphone Samsung Galaxy A02s 3GB/32GB SM-A025M/DS Vermelho Se você procura beleza e tecnologia, encontrou! O Galaxy A02s tem a tecnologia completa para você. Características: EAN: 7892509117371 Marca: Samsung Modelo: SM-A025M/DS Cor: Vermelho Voltagem: Bivolt Processador: Snapdragon 450 Qualcomm SM4250 Memória Ram: 3GB Memória de Armazenamento: 32GB Tela: 6.5"" 720 x 1560 pixel Câmera Traseira: 13 Mp + 2 Mp + 2 Mp Câmera Frontal: 5MP Dimensões da Embalagem: Altura: 6cm Largura: 9cm Profundidade: 18cm Peso: 0,321Kg Garantia: 12 Meses Descrição Se você procura beleza e tecnologia, encontrou! O Galaxy A02s tem a tecnologia completa para você. Especificações Cor: Vermelho  Dual: Sim  Gênero: Unissex  Memória Interna: 32 GB  Memória RAM: 3 GB  Modelo: Samsung   Operadora: Desbloqueado  Tamanho: 32GB  VOLTAGEM: Bivolt",1 TB,Sim,3,Não,,4G/LTE,Sim,20 - 9,,,,Adreno 506,,Janeiro,2021,,One UI,13 Mpx/2 Mpx/2 Mpx,1,f 2.2,8x,,,Sim,,,Sim,,,SM-A025M/DS,,"Bokeh effect,Live focus",,,Vermelho,,,,,,,,,,,,,
0,Celular Samsung A70 Menos De 1 Ano De Uso. Zero,https://produto.mercadolivre.com.br/MLB-1789964698-celular-samsung-a70-menos-de-1-ano-de-uso-zero-_JM,Samsung,Galaxy A,A70,128 GB,6 GB,MicroSD,"6.7 """,Full HD+,1080 px x 2400 px,Super AMOLED,,393 ppi,500 cd/m²,Sim,Sim,Sim,183 g,164.3 mm x 76.7 mm x 7.9 mm,USB-C,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Desbloqueado,Não,1,Nano-SIM,Não,Android,9.0 Pie,32 Mpx,3840 px x 2160 px,32 Mpx,f 1.7/f 2.2/f 2.2,1920 px x 1080 px,Não,4500 mAh,Polímero de lítio,Não,Não,28 h,Não,Não,Não,IP68,Snapdragon 675,"2x2 GHz Kryo 460 Gold,6x1.7 GHz Kryo 460 Silver",8,2 GHz,Sim,Sim,Sim,Não,Não,"Celular sem nenhum detalhe com menos de 1 ano de uso. Fone nunca utilizado, cabo e carregador originais. Com pelicula nova e capinha de brinde.",512 GB,Sim,3,Não,,4G/LTE,Sim,20 - 9,,Não,,Adreno 612,,,2019,,One UI,32 Mpx/5 Mpx/8 Mpx,1,f 2.0,8x,,,,,,,MIUI 12,,,,,,,,,,,,,,,,,,,,
0,Samsung Galaxy S8 Dual Sim 64gb Preto - Tela Quebrada,https://produto.mercadolivre.com.br/MLB-1790026855-samsung-galaxy-s8-dual-sim-64gb-preto-tela-quebrada-_JM,Samsung,Galaxy S,S8 Duos,64 GB,4 GB,MicroSD,"5.8 """,Full HD+,1440 px x 2960 px,Super AMOLED,Dot Drop Display,570 ppi,,Sim,Sim,Sim,155 g,148.9 mm x 68.1 mm x 8 mm,USB-C,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Desbloqueado,Sim,2,Nano-SIM,Não,Android,7.0 Nougat,12 Mpx,3840 px x 2160 px,8 Mpx,f 1.7,2560 px x 1440 px,Não,3000 mAh,Íon de lítio,Sim,Não,29 h,Sim,Sim,Sim,IP68,,,8,,Sim,Sim,Sim,Sim,Sim,"Samsung Galaxy S8 Dual Sim preto 64gb SM-G950FD Aparelho funcionando perfeitamente, atualizado, super rápido, ótimas câmeras.  Tela quebrada em 3 pontos, apresentando falhas (veja as fotos).  A tela precisa ser trocada.  Vidro traseiro com uma rachadura na parte inferior do aparelho.  Vai com a caixa original, adaptadores e carregador (tomada do carregador original; o cabo do carregador não é original, mas foi comprado na própria Samsung).",256 GB,Sim,1,Não,326 h,4G/LTE,Sim,,,Sim,,,,Abril,2017,,,,1,f 1.7,8x,,,Sim,Sim,Sim,Sim,,,,,,,,,,,,,,,,,,,,,
0,Samsung J3,https://produto.mercadolivre.com.br/MLB-964993772-samsung-j3-_JM,Samsung,,,,,,,,,,,,,,,,,,,,,,,,,,Sim,,,,,,Android,,,,,,,,,,,,,,,,,,,,,,,,,,Samsung j3 funcionando perfeitamente com um pequeno lasco na parte de baixo acompanha carregador Android 5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Smartphone Samsung Galaxy J6 5.6'' 64gb 4g - Dual Sim - Roxo,https://produto.mercadolivre.com.br/MLB-1858700114-smartphone-samsung-galaxy-j6-56-64gb-4g-dual-sim-roxo-_JM,Samsung,Galaxy J,J6 TV,64 GB,2 GB,MicroSD,5.6 polegadas,,720 px x 1480 px,Super AMOLED,,294 ppi,,Sim,Não,Não,154 g,149.3 mm x 70.2 mm x 8.2 mm,USB-C,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Desbloqueado,Sim,2,Nano-SIM,Não,Android,8.0 Oreo,13 Mpx,1920 px x 1080 px,8 Mpx,f 1.9,1920 px x 1080 px,Sim,3000 mAh,Íon de lítio,,Não,21 h,Não,Não,Sim,,Exynos 7870,8x1.6 GHz Cortex-A53,8,1.6 GHz,Sim,Sim,Não,,Não,"Smartphone Samsung Galaxy J6 5.6'' 64GB 4G - Roxo    Estado de conservação deste produto - (Notas atribuídas de A a C)   -->A)Produto seminovo, em ótimo estado. Não possui qualquer detalhe chamativo em sua carcaça ou tela, pode ter mínimos detalhes de uso.   B)Produto com marcas e detalhes pouco chamativos, geralmente na parte de trás e laterais, nada que realce ou interfira em seu funcionamento. C)Produto com marcas e detalhes visíveis, podem haver pequenos detalhes em sua tela, nada que realce ou interfira em seu funcionamento.   INFORMAÇÕES BÁSICAS Samsung Galaxy J6. Tela de 5.6 polegadas, processador Samsung Exynos 7 Octa 7870 1.6GHz, memória RAM de 2GB e Memória interna de 64 GB. Produto no geral está em ótimo estado de conservação, funcionando perfeitamente. Vendido com NF e garantia de 3 meses. INFORMAÇÕES TÉCNICAS Referência: 18972 Marca: Samsung Modelo: Galaxy J6 (SM-J600GT) Memória RAM: 2GB Memória interna: 64GB  Processador: Samsung Exynos 7 Octa 7870 Tela: 5.6 polegadas  Câmeras: 13MP / 8MP Conectividade: 4G, Wifi, Bluetooth - Dual Sim  Entrada de fone: Possui Leitor de impressão digital: Não Possui Suporte para cartão de memória: Sim, Possui Resolução da tela: 720 x 1480  TV digital: Possui Bateria: Perfeita Sistema operacional: Android 10 Itens inclusos: Celular, Carregador, Antena  GPM    Código: 9465   Este produto está sendo comercializado por uma empresa que atua no ramo desde 1997 que é absolutamente séria e não tem nenhum tipo de problema de nenhuma espécie. Aqui reina a honestidade (que é a obrigação de todos). Tudo vendido com NF e garantia. 90% de nossas vendas são realizadas online. Temos clientes em todas as regiões do Brasil. Enviamos por Sedex que é rápido, seguro e de baixo custo. Ou PAC. 100% seguro. Pode-se retirar o produto em nossa sede em São Paulo-SP em horário comercial.",256 GB,Sim,1,Não,,4G/LTE,,,,,,Mali-T830 MP1,,Setembro,2018,,,,1,f 1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Samsung Galaxy S5 Mini,https://produto.mercadolivre.com.br/MLB-703450680-samsung-galaxy-s5-mini-_JM,Samsung,Galaxy S,S5 Mini,,,MicroSD,"4.5 """,,720 px x 1280 px,Super AMOLED,,326 ppi,,Sim,Sim,,120 g,131.1 mm x 64.8 mm x 9.1 mm,,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,,Não,1,Micro-SIM,Não,Android,4.4.2 KitKat,8 Mpx,1920 px x 1080 px,2.1 Mpx,f 2.4,1920 px x 1080 px,Não,2100 mAh,Íon de lítio,,Sim,10 h,Sim,Não,,,Exynos 3470,4x1.4 GHz Cortex-A7,4,1.4 GHz,Sim,Sim,Sim,,,O vendedor não inseriu a descrição do produto,,Sim,1,Não,,,,,,Sim,,Mali-400 MP4,,,2014,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Celular Samsung Galaxy E7 Usado,https://produto.mercadolivre.com.br/MLB-969767349-celular-samsung-galaxy-e7-usado-_JM,Samsung,Galaxy,E7,,,,,,,,,,,,,,,,,,,,,,,,Sim,,,,,,Android,,,,,,,,,,,,,,,,,,,,,,,,,,Celular Samsung galaxy E7 Sm700 usado com aparência e funcionamento de novo. Muito conservado.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,"Samsung Galaxy S8, 64gb",https://produto.mercadolivre.com.br/MLB-941001503-samsung-galaxy-s8-64gb-_JM,Samsung,Galaxy S,S8,64 GB,,MicroSD,"5.8 """,,1440 px x 2960 px,Super AMOLED,,570 ppi,,Sim,Sim,,155 g,148.9 mm x 68.1 mm x 8 mm,,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,,Não,1,Nano-SIM,Não,Android,7.0 Nougat,12 Mpx,3840 px x 2160 px,8 Mpx,f 1.7,2560 px x 1440 px,Não,3000 mAh,Íon de lítio,,Não,,,Sim,,IP68,,,8,,Sim,Sim,Sim,,,"Lacrado, 64gb, Silver",512 GB,Sim,,Não,,4G/LTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
